Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,,"Bucks County Courier Times, 7/28/1975; Sunday Mail (QLD), 1//7/1996,p.4; J. Green, p.36",1975,Jul
Unprovoked,USA,California,Scuba diving for abalone (at surface),M,N,14h30,"D. Miller & R. Collier; R. Collier, pp.64-65; G. Ambrose, pp.103 & 112      ",1975,Jul
Unprovoked,USA,California,Hookah diving for abalone,M,N,13h30,R. Collier,1975,Jul
Unprovoked,USA,Florida,Swimming,F,N,Mid-morning,"E. Ritter, GSAF",1975,Jul
Provoked,AUSTRALIA,Western Australia,Spearfishing,M,N,,"Washington Post, 7/7/1975",1975,Jul
Unprovoked,USA,Florida,Surfing,M,N,,"NY Times, 7/6/1975, p.5",1975,Jul
Unprovoked,USA,South Carolina,Swimming ,M,N,16h30,"Morning Herald (Uniontown, PA), 7/2/1975",1975,Jun
Unprovoked,USA,South Carolina,Standing,F,N,14h30,"Morning Herald (Uniontown, PA), 6/26/1975",1975,Jun
Unprovoked,USA,Alabama,Swimming near his boat,M,N,,"The News, 6/16/1975",1975,Jun
Unprovoked,USA,Florida,Surfing,M,N,,"Sarasota Herald Tribune, 6/2/1975",1975,Jun
Unprovoked,USA,Florida,Surfing,M,N,10h00,"Sumter Daily Item, 7/9/1975",1975,May
Unprovoked,USA,Florida,Bathing,F,N,,"Pacifc Stars and Stripes, 6/3/1975",1975,
Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing Competition,M,N,Afternoon,"Cape Times, 4/7/1975",1975,Apr
Unprovoked,USA,Florida,Floating in inner tube,M,N,,"News Tribune, 5/17/1975",1975,Mar
Provoked,SOUTH AFRICA,Western Cape Province,Attempting to drag hooked shark ashore by its tail,M,N,,"M. Levine, GSAF",1975,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,10h55,"S. Jooste; B.R. Jones, M. Levine, GSAF; T. Wallett, pp.22-24",1975,Feb
Unprovoked,AUSTRALIA,South Australia,Swimming underwater from crayfish cage to a fishing bait,M,Y,18h00," A. Sharpe, pp.124-125; Sydney Morning Herald, 2/3/2001 ed.",1975,Feb
Unprovoked,AUSTRALIA,Victoria,Crayfishing,M,N,,"The Age, 2/11/1975",1975,Feb
Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,N,,"The Argus, 2/3/1975",1975,Feb
Unprovoked,AUSTRALIA,South Australia,Surfing,M,Y,,"J. West; Adelaide Advertiser, 1/20/1975; P. Kemp, GSAF",1975,Jan
Unprovoked,USA,Florida,Standing,M,N,Afternoon,"Daytona Beach Morning Journal, 11/2/1974",1974,Nov
Unprovoked,USA,California,Surfing,M,N,07h30,"D. Miller & R. Collier, R. Collier, pp.59-62, J.  McCosker & R. N. Lea",1974,Sep
Unprovoked,USA,California,Hookah diving for abalone,M,N,13h45,"D. Miller & R. Collier, R. Collier, pp.57-59; J. McCosker & R.N. Lea",1974,Sep
Unprovoked,ISRAEL,Red Sea,Swimming,F,N,17h00,"The Times (London), 9/9/1974, p. 7; J. Randall & M. F. Levy (1976)",1974,Sep
Unprovoked,USA,California,Scuba diving (but on surface),M,N,17h30,"D. Miller & R. Collier, R. Collier, pp. 56-57; J.  McCosker & R.N. Lea",1974,Sep
Unprovoked,USA,California,Scuba diving (but on surface),M,N,17h30,"D. Miller & R. Collier, R. Collier, pp. 56-57; J. McCosker & R.N. Lea",1974,Sep
Sea Disaster,AUSTRALIA,Queensland,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,N,,"J. Green, p.36; A. Sharpe, pp.102-103",1974,Sep
Unprovoked,USA,Oregon,Surfing,M,N,Morning,R. Collier,1974,Sep
Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,M,N,,"Washington Post, 8/24/1974,p.D6",1974,Aug
Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,Y,,"A. MacCormick, p.157",1974,Aug
Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,N,,"A. MacCormick, p.157",1974,Aug
Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,N,,"A. MacCormick, p.157",1974,Aug
Unprovoked,CROATIA, Split-Dalmatia County,,M,Y,15h00,A. De Maddalena;      R. Rocconi,1974,Aug
Unprovoked,USA,California,Surfing,M,N,,R.Collier,1974,Aug
Unprovoked,USA,California,Free diving for abalone (submerged),M,N,,"D. Miller & R. Collier, R. Collier, pp.54-56; J. McCosker & R.N. Lea",1974,Jul
Unprovoked,USA,Georgia,Swimming,M,Y,,"Rome News Tribune, 7/31/1974",1974,Jul
Sea Disaster,USA,Florida ,Adrift after the sinking of the motor yacht Princess Dianne,M,Y,,"Wilmington Star, 7/3/1974, p.3A",1974,Jul
Unprovoked,USA,Florida,Swimming,F,N,08h55,"Daytona Beach Morning Journal, 6/21/1974",1974,Jun
Unprovoked,USA,California,Free diving (but on surface),M,N,11h30,"D. Miller & R. Collier, R. Collier, p.53; J. McCosker & R.N. Lea",1974,May
Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,N,Late afternoon,"A. Hartman, M. Levine, GSAF; Cape Argus, 4/26/1974",1974,Apr
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,N,15h30,"S. Parkin, M. Levine, GSAF; T. Wallett, p.40",1974,Apr
Unprovoked,USA,Florida,Swimming,F,N,,"Chicago Tribune, 4/13/1974",1974,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,16h30,"A. Baker, M. Levine, GSAF; G. Charter & B. Davis, NSB; T. Wallett, p.21",1974,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N,16h30 or 18h00,"J. Gurr, M. Levine, GSAF; G. Charter, NSB; T. Wallett, p.20",1974,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,19h00,"D. Kendrick, S. Jooste, G. Charter, B. Davis,  M. Levine, GSAF; T. Wallett, pp.18-19 ",1974,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,19h00,"J. Kool, S. Jooste; M. Levine, GSAF",1974,Feb
Boat,SOUTH AFRICA,Western Cape Province,Fishing for kob,,N,Night,"T. Wallett, pp.35-37",1974,Feb
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting,M,N,,"Daily News (Durban), 1/29/1974; GSAF",1974,Jan
Unprovoked,AUSTRALIA,South Australia,Diving for abalone,M,Y,,"H. Hall; A. Sharpe, p.124;",1974,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,14h10,"L. Pyper, J. Bass, G. Charter; B. Davis, M. Levine, GSAF; T. Wallett, pp.17-18. ",1974,Jan
Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,Y,,"Johannesburg Star, 1/8/1974",1974,Jan
Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,Y,,"P. Logan, GSAF",1974,Jan
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,N,,G. Tunbridge,1974,
Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,M,N,11h20,"J. Bass; M Levine, GSAF",1973,Dec
Unprovoked,MOZAMBIQUE,Gaza,Swimming ,M,Y,12h00,Natal Witness Newspaper,1973,Dec
Unprovoked,PHILIPPINES,Luzon,Swimming,M,Y,,"Washington Post, 12/19/1973",1973,Dec
Unprovoked,USA,Hawaii,Swimming,M,N,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1973,Dec
Unprovoked,MEXICO,Guerrero,Swimming alongside yacht Mexico Fiesta,M,Y,Late afternoon,"A.Resciniti, pp.107-108",1973,Dec
Unprovoked,USA,Florida,Surfing,M,N,Afternoon,"Daytona Beach Sunday News-Journal, 11/25/1973",1973,Nov
Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,Y,,"Natal Mercury, 10/5/1973",1973,Sep
Unprovoked,BAHAMAS,Grand Bahama Island,"Free diving, Spearfishing",M,N,14h30,"M.Vorenberg, GSAF",1973,Sep
Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,M,Y,,"Charleston Daily Mail, 9/10/1973",1973,Sep
Unprovoked,MEXICO,Baja California,"Free diving, Spearfishing",M,Y,16h45,"Washington Post, 9/12/1973; J. McCosker & R.N. Lea",1973,Sep
Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,,"L.A. Times, 8/16/1973, p.B4; R. McKenzie, Sunday Mail, 9/6/1987, p.11; J. Green, p.36",1973,Aug
Unprovoked,USA,Virginia,Crabbing (spearing crabs),M,N,,"A. MacCormick, p.11, cites New Orleans Times-Picayune, 8/17/1983 ",1973,Aug
Unprovoked,MEXICO,Guerrero,Wading,M,Y,18h00,"A.Resciniti, p.108",1973,Apr
Unprovoked,MOZAMBIQUE,Gaza,Spearfishing,M,Y,Morning,"M. Levine, GSAF",1973,Mar
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,N,Morning,"D. Davies; K. Cole, M. Levine, GSAF",1973,Mar
Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from paddleski,M,N,,"M. Levine, GSAF",1973,Jan
Unprovoked,USA,Hawaii,Surfing,M,N,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1973,Jan
Unprovoked,PALAU,Aulong Island,Scuba diving (submerged),M,N,,M.P. Warner,1973,
Unprovoked,PALAU,Western Caroline Islands,Scuba diving & U/W photography,M,N,," National Geographic, January 1995, p.56-57",1973,
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,08h00,G. Harmer,1973,
Unprovoked,SOUTH AFRICA,Western Cape Province,Treading water,M,N,14h00,"J. Bass & A. Heydorn; Cape Argus, 1/2/1973",1972,Dec
Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,N,15h00,GSAF,1972,Dec
Unprovoked,MEXICO,Guerrero,Body surfing,M,Y,Afternoon,"The Gleaner, 1/3/1973; A. Resciniti, p.109",1972,Dec
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,N,09h00,"J. Bass, ORI; M. Levine, GSAF",1972,Dec
Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,N,,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1972,Oct
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,,"The Age, 10/23/1972",1972,Oct
Unprovoked,USA,US Virgin Islands,Scuba diving,M,Y,,"H.D. Baldridge, pp.177 & 185",1972,Oct
Unprovoked,USA,Florida,Surfing,M,N,,"Daytona Beach Morning Journal, 10/18/1972",1972,Oct
Unprovoked,NEW ZEALAND,North Island,Swimming,M,N,,"European Stars and Stripes, 10/10/1973 ",1972,Oct
Unprovoked,USA,California,Surfing,M,N,10h00,"D. Miller & R. Collier, R. Collier, pp. 52-53; J. McCosker &  R.N. Lea",1972,Sep
Unprovoked,USA,Florida,Surfing,M,N,Evening,"Ocala Star Banner, 8/30/1972",1972,Aug
Unprovoked,USA,Hawaii,Spearfishing,M,N,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1972,Aug
Unprovoked,AUSTRALIA,Tasmania,Diving for abalone,M,N,,"The Age, 8/10/1972; J. Green, p.36; C. Black, pp 151-153",1972,Aug
Unprovoked,USA,Florida,Surfing,M,N,11h30,P. Salick,1972,Jun
Unprovoked,USA,California,Free diving for abalone,M,N,13h30,"D. Miller & R. Collier, R. Collier, pp.48-50; Evening Tribune (San Diego) 7/17/1972; H.D. Baldridge, p.78; J. McCosker & R.N. Lea ",1972,May
Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,N,,"M. Fouques, et.al, pp. 318-319",1972,May
Unprovoked,WESTERN SAMOA,Upolu Island,Swimming,M,Y,,J. Gregory,1972,Apr
Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,Y,17h00,Note: The Johannesburg Star initially recorded his name as Richard Wilson Gordon,1972,Apr
Unprovoked,USA,Hawaii,Spearfishing,M,N,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1972,Mar
Unprovoked,AUSTRALIA,Victoria,Surfing,M,N,11h00,"Sydney Morning Herald, 2/21/1972 ",1972,Feb
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y,,"M. Levine, GSAF",1972,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sitting in shallows,F,N,20h00,"J. Bass & G. Hughes; J. Pelser, M. Levine, GSAF",1972,Jan
Unprovoked,MOZAMBIQUE,Gaza,Standing,M,N,16h20,"J. Bass; M. Levine, GSAF",1972,Jan
Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,"Free diving, collecting shells",M,N,,"G. Ambrose, pp.78-86",1972,
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,F,N,14h45,"C. Teague,  M. Levine, GSAF; A. Heydorn, ORI; T. Wallett, p.40",1971,Dec
Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,M,N,Just before dawn,"The Advocate, 11/25/1971; Post Crescent, 11/28/1971",1971,Nov
Unprovoked,USA,Florida,Surfing,M,N,Afternoon,"News Tribune, 10/25/1971 ",1971,Oct
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N,Evening,J. Bass,1971,Oct
Unprovoked,USA,California,Scuba diving,M,N, 14h00,"D. Miller & R. Collier; R. Collier, p. 48",1971,Oct
Unprovoked,CROATIA,Istria County,Swimming,M,Y,10h30,"R. Rocconi & C. Moore, GSAF",1971,Sep
Unprovoked,AUSTRALIA,South Australia,Fishing,M,Y,,"J. West, Adelaide Advertiser, 9/7/1971, p.10; P. Kemp, GSAF",1971,Sep
Provoked,AUSTRALIA,New South Wales,Scuba diving & feeding fish,M,N,13h15,"Sydney Morning Herald, 8/22/1971",1971,Aug
Unprovoked,USA,Florida,Wading,M,N,Afternoon,"Miami News, 7/27/1971",1971,Jul
Unprovoked,USA,California,Hookah diving (submerged),M,N,,"D. Miller & R. Collier, R. Collier, pp.51-52; J. McCosker & R.N. Lea",1971,Jul
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,15h35,"G. Scheltema, M. Levine, GSAF; J. Bass, ORI",1971,Jun
Unprovoked,BRITISH ISLES,South Devon,Scuba diving,M,N,,J. Steel (1989),1971,Jun
Unprovoked,KENYA,Coast Province,Swimming,M,N,,M. v. Schoor,1971,Apr
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,Y,11h30,"J. Wallace, ORI; M. Levine, GSAF; T. Wallett, pp.39-40",1971,Apr
Unprovoked,MEXICO,Guerrero,Surfing,M,Y,11h00,"A.Resciniti, p.109",1971,Apr
Unprovoked,NEW ZEALAND,South Island,Surfing,M,N,10h20,"B. Watkins, R. D. Weeks, GSAF ",1971,Mar
Unprovoked,AUSTRALIA,Tasmania,Swimming,M,N,16h30,"C. Black, GSAF; H.D. Baldridge (1994) SAF Case #1650",1971,Jan
Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,,The Advertiser (undated),1971,
Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,M,Y,15h00,"GSAF; H.D. Baldridge, p.22",1970,Dec
Unprovoked,MOZAMBIQUE,Inhambe Province,Fishing for prawns,M,Y,,"GSAF; H.D. Baldridge, p.22",1970,Dec
Unprovoked,MICRONESIA,Namonuito Atoll,Fishing,M,N,23h00,R.S. Jones,1970,Dec
Sea Disaster,USA,Hawaii,Shipwreck,M,N,,"The Argus, 12/7/1970, p.2",1970,Dec
Unprovoked,USA,Hawaii,Body surfing,M,N,,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1970,Oct
Unprovoked,USA,Florida,Surfing,M,N,,"H. Wessel, Orlando Sentinel, 8/1/2001 ",1970,Oct
Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,M,N,10h00,R.S. Jones,1970,Sep
Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Spearfishing,M,N,,"K.R.H. Read; H.D. Baldridge, p.192",1970,Sep
Unprovoked,USA,Florida,Floating on a raft,M,N,11h30,"St. Petersburg Times, 9/7/1970, p.12B",1970,Sep
Unprovoked,USA,South Carolina,Swimming,M,N,,"H.D. Baldridge (1994), SAF Case #1630",1970,Sep
Unprovoked,USA,Florida,Scuba diving,M,N,,SAF Case #1485,1970,Sep
Provoked,USA,Florida,Fishing,M,N,,Bridgeport Post 6/22/1970,1970,Jun
Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,M,N,16h00,"D. Davies; A.J. Bass, ORI",1970,Jun
Unprovoked,GRENADA,St. Andrew Parish,Wading,M,Y,14h00,"E. Pace, FSAF",1970,Jun
Unprovoked,GRENADA,St. Andrew Parish,Wading,M,Y,14h00,"E. Pace, FSAF",1970,Jun
Unprovoked,GRENADA,St. Andrew Parish,Swimming,M,Y,16h00,"E. Pace, FSAF",1970,Apr
Unprovoked,USA,Florida,Wading,M,N,Late afternoon,H.D. Baldridge (1994) SAF Case #1620,1970,Mar
Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,N,,"Natal Daily News, 2/4/1970; D. Davies",1970,Jan
Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,N,,"Natal Daily News, 2/4/1970; D. Davies",1970,Jan
Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,N,,"Natal Daily News, 2/4/1970; D. Davies",1970,Jan
Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,N,,"Natal Daily News, 2/4/1970; D. Davies",1970,Jan
Sea Disaster,EGYPT,Red Sea,Air disaster,M,Y,,"The Progress, 1/17/1970",1970,Jan
Unprovoked,MEXICO,Guerrero,Swimming,M,N,,"A. Resciniti, p.110",1970,Jan
Unprovoked,ENGLAND,Devon,Attempted to return injured shark to the sea,M,N,,"Reading Eagle, 1/9/1970",1970,Jan
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Freediving,M,N,,"Brainerd Daily Dispatch, 1/13/1970",1970,Jan
Unprovoked,SRI LANKA,Western Province,Spearfishing / freediving,M,N,,R. I. DeSilva.GSAF,1970,
Unprovoked,SPAIN,Canary Islands,Spearfishing,M,N,,C. Moore. GSAF,1970,
Boat,ITALY,Sardinia,Fishing on a boat,M,N,,A. De Maddalena; M. Cottiglia (pers. Comm.),1970,
Unprovoked,CROATIA,Zadar County,Spearfishing,M,UNKNOWN,,A. De Maddalena; A. Mojetta (pers. Comm.),1970,
Unprovoked,IRAQ,Basrah,Washing cooking pans,F,N,Afternoon,B.W. Coad & L.A.J. Al-Hassan,1970,
Unprovoked,IRAQ,Basrah,Washing clothes on stairs,F,N,,B.W. Coad & L.A.J. Al-Hassan,1970,
Unprovoked,IRAQ,Basrah,Swimming,M,Y,12h00,B.W. Coad & L.A.J. Al-Hassan,1970,
Unprovoked,IRAQ,Basrah,"Fishing, trying to catch the end of his fishing line",M,N,Afternoon,B.W. Coad & L.A.J. Al-Hassan,1970,
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,N,Afternoon,"Sydney Morning Herald, 12/1/1969 ",1969,Nov
Unprovoked,USA,Hawaii,Scuba diving for lobsters,M,N,,"H.D. Baldridge, p.185; J. Borg, p.74;  L. Taylor (1993), pp.102-103",1969,Nov
Unprovoked,USA,Hawaii,Diving,M,N,Morning,H.D. Baldridge (1994) SAF Case #1579,1969,Oct
Unprovoked,USA,California,Free diving for abalone,M,N,11h20,"D. Miller & R. Collier; R. Collier, pp.42-44; H.D. Baldridge, p.78;",1969,Sep
Unprovoked,USA,Florida,Floating on his back,M,N,Afternoon,"News Tribune, 8/30/1969",1969,Aug
Provoked,USA,Massachusetts,Fishing,M,N,,"Portsmouth Herald, 8/23/1969",1969,Aug
Unprovoked,USA,Florida,Surfing,M,N,Morning,"St. Petersburg Times, 8/3/1969; H.D. Baldridge (1994) SAF Case #1570",1969,Aug
Unprovoked,USA,Florida,Body surfing,M,N,16h30,"NYTimes, 8/3/1969",1969,Aug
Provoked,USA,Florida,,M,N,16h00,H.D. Baldridge (1994) SAF Case #1603,1969,Jul
Unprovoked,USA,California,Freediving for abalone (at surface),M,N,13h00,"D. Miller & R. Collier; R. Collier, p. 42",1969,Jul
Unprovoked,USA,Florida,Wading,M,UNKNOWN,1600,H.D.Baldridge (1994) SAF Case #1652,1969,Jun
Unprovoked,JAMAICA,Clarendon,Diving,M,N,Morning,"The Gleaner, 6/20/1969",1969,Jun
Unprovoked,USA,Florida,Wading,M,N,20h00,H.D.Baldridge (1994) SAF Case #1609,1969,Jun
Provoked,USA,Texas,Surf-fishing,M,N,19h00,"Corpus Christi Times, 5/26/1969; H.D.Baldridge (1994) SAF Case #1629",1969,May
Provoked,USA,Florida,Diving,M,N,11h00,H.D.Baldridge (1994) SAF Case #1596,1969,May
Unprovoked,DOMINICAN REPUBLIC,,Surfing,M,UNKNOWN,16h00,H.D.Baldridge (1994) SAF Case #1607,1969,May
Provoked,USA,Florida,Fishing,M,N,,"Tri-City Herald, 4/21/1969",1969,Aug
Unprovoked,USA,Hawaii,Surfing,M,N,17h30,"J. Borg, p.73; L. Taylor (1993), pp.102-103",1969,Mar
Provoked,AUSTRALIA,Tasmania,Fishing,M,N,Daytime,"C. Black, GSAF",1969,Feb
Unprovoked,AUSTRALIA,New South Wales,Freediving,M,N,07h30,H.D.Baldridge (1994) SAF Case #1560,1969,Jan
Provoked,AUSTRALIA,New South Wales,Feeding mullet to sharks,M,N,Morning,"The Age, 12/27/1968",1968,Dec
Unprovoked,NEW ZEALAND,South Island,Surfing,M,N,17h45,"R. D. Weeks, GSAF; Otago Daily Times, 12/26/1968",1968,Dec
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,N,,"A. Heydorn, ORI",1968,Dec
Boat,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N,,"M. Levine, GSAF",1968,Nov
Provoked,AUSTRALIA,Western Australia,,M,N,15h00,H.D. Baldridge (1994) SAF Case #1533,1968,Nov
Unprovoked,USA,Florida,Spearfishing using Scuba,M,N,,"H.D. Baldridge, p.185",1968,Oct
Unprovoked,NEW ZEALAND,South Island,Spearfishing,M,Y,10h15,"R.D. Weeks, GSAF; Otago Daily Times, 9/16/1968; H.D. Baldridge, pp.18-19",1968,Sep
Unprovoked,USA,Florida,Playing with a frisbee in the shallows,,N,16h00,"M. Vorenberg, GSAF",1968,Aug
Unprovoked,USA,Florida,Standing,M,N,17h00,"Brownsville Herald, 8/14/1968; H.D.Baldridge, SAF Case  #1553",1968,Aug
Unprovoked,FRENCH POLYNESIA,Society Islands,Swimming,M,N,,"H.D.Baldridge, SAF Case #1531",1968,Aug
Unprovoked,MALAYSIA,Johor,Leaving the water,,N,08h00,"H.D.Baldridge, SAF Case #1541",1968,Aug
Unprovoked,COLUMBIA,Magdalena Department,Dynamite fishing,M,N,10h30,"SoHo.com, 11/19/2-11",1968,Aug
Unprovoked,USA,California,Free diving,M,N,11h00,"D. Miller & R. Collier; R. Collier, pp.41-42; H.D. Baldridge, p.76, 138, 191, 194, 206",1968,Jul
Unprovoked,USA,Florida,Wading,M,N,13h30,"H.D.Baldridge, SAF Case #1542",1968,Jul
Unprovoked,USA,South Carolina,Spearfishing using Scuba,M,N,Afternoon,"H.D.Baldridge, p.284",1968,Jul
Unprovoked,BAHAMAS,Great Exuma Island,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,Y,,"Reported by F.S.T. Baker to M. Vorenberg, pp.154-155",1968,Jul
Unprovoked,BAHAMAS,Eleuthera,Spearfishing,M,N,,"H.D. Baldridge, p.260; Clark, p.87",1968,Jun
Unprovoked,USA,Florida,Clamming,M,N,09h30,"Evening Indeipendent, 6/10/1968, p.3",1968,Jun
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Standing,M,N,,H.D. Baldridge (1994) SAF Case #1520,1968,May
Invalid,USA,Florida,Wading,M,,14h00,"News Journal, 5/1/1968",1968,Apr
Unprovoked,USA,Florida,,M,N,12h30,"M. Vorenberg, GSAF; R. Skocik, pp.168-169; H.D. Baldridge, p.203; Note: A. Resciniti, p.35, also refers to an earlier attack on a snorkeler. The shark bit the boy's calf and both swim fins.",1968,Apr
Unprovoked,AUSTRALIA,New South Wales,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",M,N,,"Sydney Morning Herald, 4/28/1968 ",1968,Apr
Unprovoked,PAPUA NEW GUINEA,Gulf Province,Swimming,M,Y,,"The Age, 4/11/1968, p.4",1968,Apr
Provoked,AUSTRALIA,New South Wales,,M,N,Early morning,"J. Green, p.36; H. D. Baldridge (1994) SAF Case #1528",1968,Apr
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading & pushing dinghy toward  the shallows,M,N,Afternoon,"J. Bass, H.A. Jones, A. Heydorn & D. Illing",1968,Mar
Unprovoked,USA,Florida,Surfing,M,N,Afternoon,H.D. Baldridge (1994) SAF Case #1548,1968,Mar
Invalid,USA,Florida,Treading water,M,,Night,H.D. Baldridge (1994) SAF Case #1530,1968,Mar
Unprovoked,USA,Florida,Surfing,M,N,13h30,"H.D. Baldridge, #1549",1968,Feb
Unprovoked,AUSTRALIA,Western Australia,Swimming,F,N,Late afternoon,"J. Green, p.36",1968,Feb
Provoked,NEW ZEALAND,North Island,Picking up shark by the tail,F,N,,"R.D. Weeks, GSAF; Otago Daily Times, 2/20/1968; H.D. Baldridge (1994) SAF Case #1525",1968,Feb
Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,N,18h30,"H.D. Baldridge, p.199",1968,Feb
Unprovoked,PAPUA NEW GUINEA,Morobe Province,Swimming,,Y,17h30,H.D. Baldridge (1994) SAF Cases #1519 & #1584,1968,Jan
Unprovoked,COSTA RICA,Limón Province,Swimming after his canoe capsized,M,Y,,"Kokomo Tribune, 5/11/1969",1968,
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,14h00,"B. Pearson, M. Levine, GSAF",1967,Dec
Unprovoked,AUSTRALIA,Victoria,Swimming,M,Y,A.M.,"H. Edwards, p.137-138",1967,Dec
Provoked,AUSTRALIA,New South Wales,Freediving,M,N,,H.D. Baldridge (1994) SAF Case #1516,1967,Nov
Provoked,FIJI,,Freediving,M,N,Morning,H.D.Baldridge (1994) SAF Case #1537,1967,Nov
Unprovoked,USA,Florida,Standing on sandbar,M,N,16h30,"M. Vorenberg, GSAF",1967,Oct
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,M,Y,,"The Age, 9/7/1967 ",1967,Sep
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,M,Y,,"F. Dennis, pp.23-24",1967,Sep
Provoked,USA,California,Pulling shark from the water,M,N,14h30,"Ventura County Ad-Visor, 8/31/1967",1967,Aug
Unprovoked,JAPAN,Kagawa Prefecture,,M,Y,14h30,K. Nakaya,1967,Aug
Unprovoked,ITALY,Liguria,Spearfishing on Scuba,M,N,,"C. Moore, GSAF",1967,Aug
Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, dived to pick up a float line",M,Y,11h00,"H. Edwards, pp.35-42; H.D. Baldridge, p.28; A. Sharpe, pp.132-133; A. MacCormick, p.86; J. West, ASAF",1967,Aug
Unprovoked,BERMUDA,Hamilton,Floating,F,N,16h00,"Gettysburg Times, 8/15/1967",1967,Aug
Invalid,AUSTRALIA,New South Wales,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,,Night,"H.D. Baldridge, p.184",1967,Aug
Unprovoked,USA,Florida,Spearfishing,M,N,14h30,"H.D. Baldridge, p.193; Clark, p.86",1967,Aug
