Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Provoked,USA,Florida,Surfing,M,N,11h40,"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003",2003,May
Unprovoked,USA,Florida,Walking,F,N,12h20,"S. Petersohn, GSAF",2003,May
Provoked,BRAZIL,Rio de Janeiro,Killing  sharks,M,N,,"P.M. Lopes, GSAF",2003,Apr
Unprovoked,BRAZIL,Rio de Janeiro,Swimming ,M,N,18h30,Web ProWire,2003,Apr
Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,17h00,"P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003",2003,Apr
Unprovoked,BRAZIL,Rio de Janeiro,Swimming,M,N,,Local 6 News,2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,14h30,"Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003 ",2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,13h30,"Orlando Sentinel, 4/22/2003, B3",2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,Afternoon,"Orlando Sentinel, 4/22/2003, B3
  ",2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,09h00,"S. Petersohn, GSAF; Local6.com; Daytona Beach News-Journal . 4/21/2003, p.1C",2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,14h20,"S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3",2003,Apr
Unprovoked,USA,Florida,Jumping,M,N,13h20,"S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003",2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,08h50,"Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003 ",2003,Apr
Unprovoked,USA,Florida,Swimming (using a float),M,N,13h00,"Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3",2003,Apr
Unprovoked,VENEZUELA,Nueva Esparta,Surfing,M,N,--,"E. Ritter & M. Levine, GSAF",2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,Dusk,D. Share,2003,Apr
Unprovoked,USA,Florida,Surfing,M,N,08h00,"S. Petersohn, GSAF",2003,Apr
Provoked,USA,Florida,Petting captive sharks,F,N,,"Florida Aquarium; Miami Herald, 3/13/2002 ",2003,Mar
Unprovoked,NEW ZEALAND,Southland,Scuba diving,M,N,11h45,"R.D. Weeks & Mark Marks, GSAF; New Zealand Herald",2003,Feb
Unprovoked,AUSTRALIA,South Australia,Wading,M,N,Dusk,"T. Peake, GSAF, surfsouthoz.com, 3/38/2003",2003,Feb
Unprovoked,USA,Florida,Swimming,M,N,12h10,"J. Eager, scubaradio.com",2003,Feb
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,--,"T. Peake, GSAF",2003,Feb
Unprovoked,AUSTRALIA,Queensland,Swimming,M,Y,Morning,"T. Peake, GSAF; Sunday Territorian, 2/9/2003, p.9",2003,Feb
Invalid,SOUTH AFRICA,Western Cape Province,Unknown,M,,--,IOL.co.za,2003,Jan
Unprovoked,COSTA RICA,North Pacific coast,Surfing,M,N,,A.M. Costa Rica,2003,Jan
Unprovoked,AUSTRALIA,Western Australia,Surfing,F,N,13h00,"T. Peake, GSAF",2003,Jan
Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,N,,"T. Peake, GSAF; Mercury (Hobart), 12/30/2002, p.10",2002,Dec
Unprovoked,SOUTH AFRICA,Western Cape Province,Snorkeling,M,N,Just after 12h00,IOL.co.za,2002,Dec
Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,N,,GC Online. Note: same diver's swim fin was bitten 3 weeks earlier by a 2 m [6.75'] wobbegong shark,2002,Dec
Unprovoked,AUSTRALIA,Queensland,Swimming,M,Y,02h30,"T. Peake, GSAF; Northern Territory News, 12/20/2002, p.9",2002,Dec
Unprovoked,BRAZIL,Pernambuco,Surfing,M,Y,,O. Gadig,2002,Dec
Unprovoked,MICRONESIA,Caroline Islands,Scuba diving,M,N,Afternoon,J. Connick,2002,Nov
Unprovoked,USA,California,Body boarding,M,N,09h45,"R. Collier, GSAF; Press Report: Santa Rosa Press Democrat ",2002,Nov
Unprovoked,USA,Hawaii,Swimming,F,N,10h45,San Francisco Gate,2002,Nov
Unprovoked,TURKS & CAICOS,Caicos Bank,Snorkeling,F,N,08h40,"M. Glenn, Local 10 News; Miami Herald, 11/28/2002",2002,Nov
Unprovoked,USA,Florida,Surfing,M,N,13h40,"S. Petersohn, GSAF",2002,Nov
Unprovoked,USA,Florida,Boogie boarding,M,N,13h25,"S. Petersohn, GSAF",2002,Nov
Unprovoked,FRENCH POLYNESIA,Society Islands,"Fishing, standing in 2' of water",M,N,,S. Heywood,2002,Nov
Unprovoked,USA,Hawaii,Swimming,F,N,11h56,J. Crites,2002,Oct
Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,16h00,"P.M. Lopes, GSAF",2002,Oct
Unprovoked,USA,Florida,Surfing,M,N,Sunset,"Florida Today, 10/12/2002 ",2002,Oct
Unprovoked,USA,Florida,Surfing,M,N,12h00,"D. Harrity; S. Petersohn, GSAF; L. Lelis, Orlando Sentinel",2002,Oct
Unprovoked,USA,Florida,Surfing,M,N,13h30,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",2002,Oct
Unprovoked,USA,Florida,Surfing,M,N,14h35,"S. Petersohn, GSAF; Local 6 News; Orlando Sentinel, 10/4/2002, p.B3",2002,Oct
Unprovoked,USA,Florida,Surfing,M,N,16h20,"S. Petersohn, GSAF; J. Eager, scubaradio.com; P.Balona, Vero Beach Press Journal, 5/10/2003, p.1C",2002,Sep
Unprovoked,USA,Florida,Surfing,M,N,07h30,"Local 6 News; P. Balona, Vero Beach Press Journal, 10/2/2002",2002,Sep
Unprovoked,USA,Hawaii,Fishing from Surfboard,M,N,15h35,"C. Lum & J. Widner, Honolulu Advertiser",2002,Sep
Provoked,USA,Florida,Fishing,M,N,Afternoon,"J. Eager, scubaradio.com",2002,Sep
Provoked,TONGA,Vava'u,Swimming,M,N,15h00,C. Butterfield,2002,Sep
Unprovoked,USA,Oregon,Boogie boarding or Surfing,M,N, ,"R. Collier, GSAF  ",2002,Sep
Unprovoked,USA,California,Surfing,M,N,Early Morning,"R. Collier , GSAF",2002,Sep
Unprovoked,BRAZIL,Pernambuco,Swimming,M,N,15h00,"P.M. Lopes, GSAF",2002,Sep
Unprovoked,USA,Hawaii,Body boarding,,N,07h50,Hawaii Department of Land and Natural Resources,2002,Sep
Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing,M,N,16h00,Multiple internet sources,2002,Sep
Unprovoked,USA,Florida,Boogie boarding,M,N,15h55,"S. Petersohn, GSAF; Orlando Sentinel, 9/10/2002, p.B3; Daytona Beach News Journal, 9/10/2002, p.1C ",2002,Sep
Provoked,USA,Florida,"Wading, when he stepped on the shark",M,N,17h45,"S. Petersohn, GSAF",2002,Sep
Unprovoked,USA,Hawaii,Surfing,M,N,15h45,"G. Kubota, Honolulu Star Bulletin",2002,Aug
Unprovoked,USA,Alabama,Swimming,F,N,17h00,"J. Eager, scubaradio.com",2002,Aug
Unprovoked,USA,Florida,Surfing,M,N,14h45,"S. Petersohn, GSAF; Orlando Sentinel, 8/15/2002, p.B3",2002,Aug
Unprovoked,USA,Florida,Surfing,M,N,15h30,"Stuart News, 8/12/2002",2002,Aug
Unprovoked,USA,Florida,Standing,M,N,12h30,"S. Petersohn, GSAF; J. Eager; A. Caldwell, Orlando Sentinel, 8/8/2002, p.B1",2002,Aug
Provoked,UNITED KINGDOM,Cheshire,Diving,M,N,,"Evening Standard (London, England)",2002,Aug
Unprovoked,USA,North Carolina,Standing,M,N,11h00,"Wisconsin State Journal; C. Creswell, GSAF",2002,Aug
Unprovoked,USA,South Carolina,Surfing,M,N,19h00,"C. Creswell, GSAF; The  State  (Columbia, SC) 7/28/2002 ; Sun News (Myrtle Beach), 7/28/2002",2002,Jul
Unprovoked,USA,North Carolina,Swimming,F,N,17h00,"C. Creswell, GSAF",2002,Jul
Provoked,USA,Florida,Surfing,M,N,18h45,"S. Petersohn, GSAF",2002,Jul
Provoked,USA,Maryland,Shark Fishing,M,Y,Shortly after midnight,Life in Legacy ,2002,Jul
Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,15h00,"P.M. Lopes, GSAF",2002,Jul
Unprovoked,USA,North Carolina,Standing,F,N,17h15,"Miami Herald, 7/7/2002 ",2002,Jul
Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,10h00,"AAP, 6/20/2002",2002,Jun
Unprovoked,USA,Florida,Swimming,F,N,14h25,"S. Petersohn, GSAF",2002,Jun
Unprovoked,USA,Hawaii,Sitting on surfboard,,N,13h345,Hawaii Department of Land and Natural Resources,2002,Jun
Unprovoked,USA,Florida,Surfing,M,N,13h00,"Orlando Sentinel, 6/12/2002, pp. B2 & B5; Florida Times-Union, 6/10/2002",2002,Jun
Unprovoked,USA,Florida,Surfing,M,N,10h40,"S. Petersohn, GSAF; S. Pedicini, Orlando Sentinel, 6/13/2002., p.B1 & 6/12/2002, p.B2",2002,Jun
Unprovoked,USA,Florida,Swimming,M,N,13h00,"ESPN; Orlando Sentinel, 6/12/2002, p.B2",2002,Jun
Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Snorkeling (filming the sardine run),M,N,  ,T. White,2002,Jun
Unprovoked,USA,California,Surfing,M,N,14h15,San Francisco Gate,2002,May
Unprovoked,USA,Florida,Floating on a raft,M,N,16h15,"South Florida Sun-Sentinel; Orlando Sentinel, 6/3/2002, p.B.2; Miami Herald, 6/3/2002",2002,May
Provoked,USA,Florida,"Fishing, removing the shark from his line",M,N,17h15,"News-Press, 5/23/2002",2002,May
Unprovoked,USA,Florida,Playing in the surf with his 2 dogs,M,N,06h47,"Palm Beach Post,  5/24 & 26/2002",2002,May
Unprovoked,COSTA RICA,Guanacaste,Surfing,M,N,,Surfline.com,2002,May
Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Collecting beche-de-mer,M,N,,"PNG Post-Courier, 6/13/2002, p.5",2002,May
Unprovoked,USA,Florida,Fishing,M,N,,South Florida Sun-Sentinel; Southwest Florida Digest,2002,May
Unprovoked,BRAZIL,Pernambuco,Surfing,M,N,17h00,"JCOnline, 5/11/2002",2002,May
Provoked,AUSTRALIA,Northern Territory,Fishing from prawn trawler,M,N,,"Northern Territory News, 5/29/2002, p.7",2002,May
Unprovoked,AUSTRALIA,South Australia,Scallop diving (using surface-supplied air & a POD) ,M,Y,12h40,"T. Peake, GSAF",2002,Apr
Unprovoked,USA,Florida,"Surfing, but standing in water alongside board",M,N,10h30,"Miami Herald, 4/25/2002; Florida Times-Union, 4/23/2002",2002,Apr
Unprovoked,USA,Florida,Surfing,M,N,11h10,"S. Petersohn, GSAF; Orlando Sentinel, 4/19/2002, p.G1; Daytona Beach News Journal, 4/19/2002, p.1C",2002,Apr
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,18h30,"T. Peake, GSAF",2002,Apr
Unprovoked,BAHAMAS,Abaco Islands,Standing,M,N,10h45,"E. Ritter, GSAF",2002,Apr
Unprovoked,USA,Florida,Wading,M,N,15h00,"S. Petersohn, GSAF",2002,Apr
Unprovoked,USA,Florida,Swimming / Wading,M,N,11h30,"Orlando Sentinel, 4/2/2002, p.B3; Miami Herald, 4/2/2002",2002,Apr
Unprovoked,USA,Hawaii,Body-boarding,M,N,12h00,"G. Kubota, Honolulu Star Bulletin",2002,Mar
Unprovoked,USA,Florida,Wading,F,N,10h10,"Orlando Sentinel, 3/26/2002, p.B2; Miami Herald, 3/26/2002",2002,Mar
Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,17h00,JCOnline,2002,Mar
Unprovoked,USA,Florida,Swimming /  boogie boarding,M,N,15h45,"S. Petersohn, GSAF; Orlando Sentinel, 3/20/2002, p.B2",2002,Mar
Unprovoked,USA,Florida,Snorkeling,M,N,Morning,ezboard.com,2002,Mar
Unprovoked,USA,Florida,Surfing,M,N,10h55,"S. Petersohn, GSAF; Orlando Sentinel, 3/16/2002, p.C.2",2002,Mar
Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,09h00 -10h00,"Sunday Mail (QLD), 2/17/2002, p.13; T. Peake, GSAF;  AAP (Australia)",2002,Feb
Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),,M,Y,20h00,Press Report dated 2-14-2002,2002,Feb
Boating,AUSTRALIA,New South Wales,Kayaking,M,N,19h15,"T. Peake, GSAF",2002,Feb
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,20h45 (Sunset),"T. Peake, GSAF",2002,Jan
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,N,,"T. Peake, GSAF; D. Green",2002,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N,02h00,"G. Gifford, GSAF",2002,Jan
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf skiing,M,N,Sunset,ioL.co.za,2002,Jan
Unprovoked,USA,Hawaii,Snorkeling,M,N,13h00,"G. Kubota, Star Bulletin",2002,Jan
Invalid,AUSTRALIA,Western Australia,Surfing,M,N,Morning,sharkattacks.com,2001,Dec
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,,"T. Peake, GSAF",2001,Nov
Unprovoked,USA,Hawaii,Surfing,,N,17h00,Hawaii Department of Land and Natural Resources,2001,Nov
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kite-Boarding,M,N,,NSB,2001,Oct
Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,N,13h00,K. Jones,2001,Oct
Unprovoked,MEXICO,Guerrero,Body surfing,M,N,Late morning,T. Carlson,2001,Sep
Boat,AUSTRALIA,Queensland,,M,N,P.M.,"T. Peake, GSAF   ",2001,Sep
Provoked,USA,Florida,"Surfing, fell off surfboard & stepped on the shark.",M,N,16h20,"S. Petersohn, GSAF",2001,Sep
Unprovoked,USA,Florida,Surfing,M,N,15h00,"Orlando Sentinel, 9/20/2001, p.D2; S. Frederick, Daytona Beach News Journal, 9/19/2001, p.1C",2001,Sep
Invalid,USA,Florida,Wreck / Technical diving,M,Y,13h20,D. Fleshler,2001,Sep
Unprovoked,USA,Florida,Boogie boarding,M,N,15h00,"G. Hock, M. Levine, GSAF; Orlando Sentinel, 9/18/2001, p.D2",2001,Sep
Unprovoked,USA,North Carolina,Surfing,M,N,13h45,"Clay Creswell, GSAF; Topsail Voice, 9/19/2001",2001,Sep
Provoked,UNITED KINGDOM,Cheshire,Diving,M,N,,"Daily Post, 9/14/2001",2001,Sep
Provoked,USA,Florida,Fishing,M,N,,"Orlando Sentinel, 9/9/2001",2001,Sep
Unprovoked,USA,Florida,Walking in shallows,M,N,18h40,"Miami Herald, 9/8/2001",2001,Sep
Invalid,USA,South Carolina,Swimming,F,N,,"Sun News (Myrtle Beach, SC) , 9/11/2001; The State (Columbia, SC), 9/12/2001",2001,Sep
Unprovoked,USA,North Carolina,Swimming ,M,Y,18h00,"M. Levine, GSAF            ",2001,Sep
Unprovoked,USA,North Carolina,Swimming,F,N,18h00,"M. Levine, GSAF            ",2001,Sep
Unprovoked,USA,Florida,Wading,M,N,Afternoon,"Orlando Sentinel, 9/4/2001, p.B2; Florida Times-Union, 9/5/2001",2001,Sep
Unprovoked,USA,Virginia,Swimming ,M,Y,18h00,"M. Levine, GSAF            ",2001,Sep
Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,N,13h30,G. Atkinson,2001,Aug
Unprovoked,USA,Florida,Standing,F,N,13h30,"Sarasota Herald-Tribune, 8/31/2001",2001,Aug
Unprovoked,USA,Florida,Wading,M,N,16h20,"S. Petersohn, GSAF; CNN;  M.I. Johnson,  Daytona Beach News Journal, 8/28/2001, p.1A",2001,Aug
Unprovoked,USA,Florida,Boogie Boarding,M,N,16h00,"Miami Herald, 8/26/2001; S. Mussenden, Orlando Sentinel, 8/26/2002, p.B1",2001,Aug
Unprovoked,USA,Florida,Boogie Boarding,M,N,14h00,"S. Petersohn, Miami Herald, 8/26/2001",2001,Aug
Unprovoked,USA,Florida,Surfing,M,N,16h20,"M. Giusti, Daytona Beach News Journal, 8/23/2001, p.1A",2001,Aug
Unprovoked,USA,Florida,Surfing,M,N,16h00,"S. Petersohn, GSAF; L.Lelis, Orlando Sentinel, 8/22/2001, p.D.1",2001,Aug
Unprovoked,USA,Florida,Surfing,M,N,13h14,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",2001,Aug
Unprovoked,USA,Florida,Surfing,F,N,13h06,"E. Ritter & S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; L.Lelis, Orlando Sentinel, 8/22/2001, p.D.1",2001,Aug
Unprovoked,USA,Florida,Surfing,F,N,11h20,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",2001,Aug
Unprovoked,USA,Florida,Surfing,M,N,12h30,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",2001,Aug
Unprovoked,USA,Florida,Surfing,M,N,12h05,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",2001,Aug
Unprovoked,USA,Florida,Surfing,M,N,10h00,"S. Petersohn, GSAF; Orlando Sentinel, 8/20/2001, p.B1; Daytona Beach News Journal, 8/20/2001, p.1A",2001,Aug
Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,M,N,16h00,"E. Ritter, GSAF; 8/17/2001, p.A9",2001,Aug
Unprovoked,THAILAND,Rayong Province,Fell off banana boat,M,N,,O. Jaimuang,2001,Aug
Unprovoked,BAHAMAS,Grand Bahama Island,Swimming,M,N,10h20,"Orlando Sentinel, 8/7/2001, p.D3; 8/8/2001, p.D2",2001,Aug
Unprovoked,USA,Florida,,M,N,16h00,"Key West Citizen, 7/26/2001",2001,Jul
Unprovoked,USA,Florida,Surfing,M,N,14h30,"CNN; Pensacola News Journal;  R. Suriano, Otlando Sentinel, 7/17/2001, p.D.1",2001,Jul
Unprovoked,USA,Florida,Boogie boarding,M,N,14h30,"The Enquirer (Cincinnati), 7/17/2001 ",2001,Jul
Unprovoked,MEXICO,Baja California,Surfing,M,N,Evening,KGTV,2001,Jul
Unprovoked,USA,Florida,Swimming,M,N,Dusk,"E. Ritter, GSAF",2001,Jul
Unprovoked,USA,Georgia,Floating face-down in knee-deep water,M,N,18h30,"Atlanta Journal-Constitution, 9/5/2001; Florida Times-Union, 9/5/2001",2001,Jul
Unprovoked,USA,Texas,Swimming,M,N,,"Houston Chronicle, 6/17/2001",2001,Jun
Provoked,USA,California,Spearfishing,M,N,09h00,"R. Collier, GSAF",2001,Jun
Unprovoked,USA,South Carolina,Wading,F,N,Shortly before 13h00,"C. Creswell, GSAF, Charleston Post & Courier, 6/4/2001",2001,Jun
Unprovoked,USA,South Carolina,Swimming,M,N,,"C. Creswell, GSAF",2001,May
Unprovoked,USA,South Carolina,Swimming,M,N,19h00,"Charlotte Observer, 5/23/2001, p.5B; Greenville News, 5/26/2001",2001,May
Provoked,PHILIPPINES,Zamboanga del Sur Province,Shark fishing,M,N,,AFP,2001,May
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,,"East London Daily Dispatch, 5/9/2001",2001,May
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,17h45,"Newcastle Herald; Sunday Mail (QLD), 5/6/2001, p.46; Sunday Territorian, 5/6/2001, p.8",2001,May
Unprovoked,USA,Florida,Surfing,M,N,19h00,"J. Eager, scubaradio.com; J. Gaudin, GSAF",2001,May
Unprovoked,FIJI,Taveuni,"Spearfishing, carrying his catch",M,Y,,FijiTV,2001,May
Unprovoked,USA,Florida,Boogie boarding,M,N,15h49,"S. Petersohn, GSAF",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,11h00,"J. Eager, scubaradio.com; Orlando Sentinel, April 14, 2001, p.A1",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,10h55,"S. Petersohn, GSAF; Orlando Sentinel, 4/14/2001, p.A1",2001,Apr
Unprovoked,USA,Florida,,M,N,16h00,"M. Large, Stuart News, 4/13/2001 ",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,16h45,"S. Petersohn, GSAF; Orlando Sentinel, 4/14/2001, p.A1",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,16h05,"S. Petersohn, GSAF; Orlando Sentinel, 4/14/2001, p.A1",2001,Apr
Unprovoked,USA,Florida,Body boarding,M,N,12h34,"S. Petersohn, GSAF; Orlando Sentinel, 4/14/2001, p.A1",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,11h53,"S. Petersohn, GSAF; Orlando Sentinel, 4/14/2001, p.A1",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,8:04 pm,"S. Petersohn, GSAF; scubaradio.com; Orlando Sentinel, 4/14/2001, p.A1",2001,Apr
Unprovoked,USA,Florida,Surfing,M,N,12h46,"S. Petersohn, GSAF",2001,Apr
Unprovoked,USA,Hawaii,Surfing,M,N,07h00,Honolulu Star Bulletin,2001,Apr
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,09h30,"M. Smale, P.E. Museum      ",2001,Apr
Provoked,AUSTRALIA,New South Wales,Snorkeling,M,N,,"ABC News; Northern Territory News, 4/9/2001, p.2",2001,Apr
Unprovoked,USA,Florida,Standing alongside surfboard,M,N,14h45,"S. Petersohn, GSAF",2001,Apr
Unprovoked,BRAZIL,Rio Grande de Norte,Batin,F,N,,M. Szpilman,2001,
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,10h00,"T. Peake, GSAF",2001,Apr
Unprovoked,USA,Hawaii,Body-boarding,M,N,14h40,Hawaii Department of Land and Natural Resources,2001,Mar
Unprovoked,USA,Florida,Surfing,M,N,,Shark Survivor. Inc.,2001,Mar
Unprovoked,BRAZIL,Pernambuco,Swimming,M,Y,,"JC, 3/7/2001; Orlando Sentinel, 3/9/2001, p.A13",2001,Mar
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,16h15,"Daily Dispatch, 2/6/2001",2001,Feb
Boating,AUSTRALIA,New South Wales,Kayaking,M,N,,"Daily Telegraph 1/24/2001, p.19",2001,Jan
Unprovoked,CUBA,Holquin Province,Swimming,F,N,,"Trip Advisor, et al.",2001,Jan
Unprovoked,USA,California,Surfing,M,N,,M. Sanders,2001,Jan
Boating,NEW ZEALAND,North Island,Kayaking,M,N,,C. Duffy,2001,Jan
Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,N,,"Daily Telegraph, 12/26/2000, p.7",2000,Dec
Unprovoked,FIJI,Taveuni,Swimming back from anchored sailboat,M,Y,14h30,multiple internet sources,2000,Dec
Unprovoked,CANADA,New Brunswick,Diving for sea urchins,M,N,,"A. Martin; Telegraph-Journal,  12/8/2000",2000,Dec
Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,N,09h30,"N. Leys; Daily Telegraph, 12/4/2000.p.3",2000,Dec
Unprovoked,NEW ZEALAND,Cook Islands,Surfing,F,Y,,"C. Tini, R.D. Weeks, GSAF",2000,Dec
Unprovoked,AUSTRALIA,Queensland,Diving (shell maintenance),M,N,,"Courier-Mail, 11/24/2000, p.3",2000,Nov
Unprovoked,USA,Florida,Swimming,M,N,12h00,"South Florida Sun Sentinel, 11/19/2000, p.6B",2000,Nov
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,N,06h30,"B. May, AAP; G. Thiel",2000,Nov
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,Y,06h30,"B. May, AAP; G. Thiel",2000,Nov
Unprovoked,USA,California,Surfing,M,N,16h30,"J. Ramsay, California Fish & Game; R. Collier",2000,Nov
Boat,AUSTRALIA,Queensland,Fishing ,,N,22h00,"T. Peake, GSAF",2000,Oct
Unprovoked,USA,Florida,Surfing,M,N,18h00,"Stuart News, 10/21/2000",2000,Oct
Unprovoked,USA,Hawaii,Swimming / snorkeling,F,N,11h20,GSAF,2000,Oct
Unprovoked,USA,Florida,Swimming,M,N,15h30,"D. Robinson, Vero Beach Press Journal, 10/17/2000, p.A4",2000,Oct
Unprovoked,USA,Florida,Surfing,M,N,Morning,"South Florida Sun-Sentinel, 10/11/2000",2000,Oct
Unprovoked,USA,Florida,Surfing,M,N,14h30,"SharkSurvivor.com; M.I.Johnson, Daytona Beach News Journal, 10/7/2000, p.1A; Daytona News Journal, 10/8/2000, p.4B",2000,Oct
Unprovoked,USA,Florida,Body surfing,M,N,12h48,"S. Petersohn, GSAF; M.I.Johnson, Daytona Beach News Journal, 10/7/2000, p.1A; Bradenton Herald 10/8/2000, ",2000,Oct
Unprovoked,USA,North Carolina,Surfing,M,N,16h30,"The State (Columbia), 10/6/2000, p.A6",2000,Oct
Unprovoked,USA,California,Sitting on surfboard,M,N,09h00,"P. Euwer, Ocean.com; D.W. Cole & M. DesJardins, Santa Cruz Sentinel",2000,Sep
Unprovoked,AUSTRALIA,South Australia,Surfing,M,Y,13h00,"T. Peake, GSAF",2000,Sep
Unprovoked,AUSTRALIA,South Australia,Surfing,M,Y,07h30,"T. Peake, GSAF",2000,Sep
Provoked,AUSTRALIA,New South Wales,Fell onto dead shark,M,N,,Illwara Mercury. 9/19/2000,2000,Sep
Unprovoked,OKINAWA,Miyako Island,Surfing,M,Y,17h00,M. Shimbun; japanupdate.com,2000,Sep
Unprovoked,USA,Florida,Standing / surfing,M,N,18h00,"SharkSurvivor.com.; The Stuart (FL) News, 9/19/2000",2000,Sep
Unprovoked,USA,Florida,Surfing,F,N,12h00,"SharkSurvivor.com; Florida Today, 9/13/2000",2000,Sep
Unprovoked,USA,Florida,Swimming / Body surfing,M,N,13h20,"S. Petersohn, GSAF; Daytona  Beach News Journal, 9/12/2000, p.1.A; Orlando Sentinel, 9/12/2000, p.D2",2000,Sep
Unprovoked,USA,Florida,Swimming,M,N,17h42,"Fort Pierce Tribune, 9/12/2000",2000,Sep
Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,M,N,11h00,"E. Ritter, GSAF",2000,Sep
Unprovoked,USA,Florida,Wading,M,N,11h45,"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal, 9/19/2000, p.1A; Orlando Sentinel, 9/9/2000 , p.D2",2000,Sep
Unprovoked,REUNION,Saint-Pierre,Surfing,M,N,18h05,"Clicanoo, le journal  de l'Ile de la Réunion; Northern Territory News, 9/12/2000, p.6",2000,Sep
Unprovoked,USA,Florida,Swimming,M,N,12h35,"S. Petersohn, GSAF",2000,Aug
Unprovoked,USA,Florida,Jumped into the water,M,Y,16h00,"E. Ritter, GSAF; Charlotte Observer, 9/1/2000, p.4A; Orlando Sentinel, 8/31/2000, p.A19",2000,Aug
Provoked,USA,Alaska,Conducting research,M,N,,B.A. Wright,2000,Aug
Unprovoked,USA,North Carolina,Swimming out to porpoises ,M,N,,"C. Creswell, GSAF; Wilmington Morning Star; Charlotte Observer, 8/23/2000, p.2B",2000,Aug
Unprovoked,USA,Hawaii,"Windsurfing, but sitting on his board",M,N,11h50,Maui.net,2000,Aug
Unprovoked,USA,Florida,Surfing / Wading,M,N,16h30,"Florida Times-Union, 8/14/2000; Orlando Sentinel, 8/15/2000, p.D3",2000,Aug
