Year,Type,Country,Area,Activity,Sex,Time,Investigator or Source,Month,Fatal
1934,Unprovoked,AUSTRALIA,Torres Strait,Splashing in water ,M,Afternoon,"V.M. Coppleson (1958), p.243",Feb ,N
1934,Unprovoked,CHILE,Elqui Province,Fell into the water,M,,"Los Angeles Times, 2/23/1934, p.20",Feb ,Y
1934,Boating,TURKEY,Istanbul,Fishing related,M,,"C. Moore, GSAF",Feb ,N
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,,"V.M. Coppleson (1958), pp.67 & 232; A. Sharpe, p.89; J. Borg, p.89",Jan ,N
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp.65-66 & 232; A. Sharpe, pp.66-67 ",Jan ,N
1933,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"Cairns Post, 11/29/1933",Nov ,Y
1933,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"V.M. Coppleson (1958), p.243",Nov ,N
1933,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"Courier-Mail, 10/25/1933",Oct ,N
1933,Provoked,USA,California,Board involved activity,M,,"D. Baldridge, p.90",Aug ,N
1933,Unprovoked,USA,South Carolina,Beach activities,M,,"E.M. Burton; V.M. Coppleson (1958), pp.153 & 253",Aug ,N
1933,Unprovoked,USA,Connecticut,Swimming related,F,,"Hartford Courant, 8/26/1933",Aug ,N
1933,Unprovoked,AUSTRALIA,Western Australia,Diving activities,M,,"Canberra Times, 7/6/1933",Jul ,N
1933,Unprovoked,USA,South Carolina,Sitting in 3' of water,M,,"E. M. Burton (1935); V.M. Coppleson (1958), pp.152-153 & 252; Randall in Sharks and Survival, p.350; Note: A. Resciniti lists date as 21-Jul-1933",Jun ,N
1933,Unprovoked,USA,South Carolina,Standing,F,,E. M. Burton; Note: A. Resciniti lists date as 16-Jul-1933,Jun ,N
1933,Provoked,AUSTRALIA,Queensland,Fishing related,M,,"Brisbane Courier, 5/24/1933",May ,N
1933,Unprovoked,AUSTRALIA,Queensland,Treading water,M,,"Townsville Daily Bulletin, 6/9/1933 ",Jun ,N
1933,Sea Disaster,CUBA,Havana Province,Swimming related,M,,"NY Times, May 4, 1933",May ,Y
1933,Unprovoked,USA,Florida,Swimming related,M,,"New York Herald Tribune, 4/12/1933",Apr ,Y
1933,Unprovoked,AUSTRALIA,New South Wales,Standing on his hands,M,,"Townsville Daily Bulletin, 2/27/1933",Feb ,N
1933,Unprovoked,AUSTRALIA,Torres Strait,Board involved activity,M,,"La Crosse Tribune And Leader-Press, 5/15/1933; V.M. Coppleson.Q12. (1933); V.M. Coppleson, p.242",Feb ,N
1933,Provoked,AUSTRALIA,South Australia,Fishing related,M,,"The Advertiser, 2/13/1933",Feb ,N
1933,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"V. M. Coppleson.Q11. (1933); V.M. Coppleson (1958), pp.90 & 238",Jan ,Y
1932,Provoked,NEW ZEALAND,North Island,Fishing related,M,,"New Zealand Herald, 12/9/1932",Dec ,N
1932,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Morning,"V.M. Coppleson.N19. (1933); V.M. Coppleson (1958), pp.80 & 232",Oct ,N
1932,Unprovoked,CAPE VERDE,Barlavento Islands,Swimming related,M,,"C. Moore, GSAF",Oct ,Y
1932,Unprovoked,FIJI,Viti Levu Island,Catching a turtle,M,,"Queensland Times, 9/26/1932",Sep ,N
1932,Provoked,USA,New Jersey,Fishing related,M,,"Lime Springs Herald, 9/22/1932; R. Heyer",Aug ,N
1932,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"J. Green, p.32; V.M. Coppleson (1958), p.242",Aug ,N
1932,Provoked,BAHAMAS,New Providence District,On expedition filming a feature movie & standing on tripod,M,,"New York Times, 8/7/1932 ",Aug ,N
1932,Boating,CANADA,Bay of Fundy,Fishing related,M,,Piers (1933),Jul ,N
1932,Provoked,USA,New Jersey,Fishing related,M,,"NY Times, 6/29/1932 ",Jun ,N
1932,Provoked,USA,New Jersey,Fishing related,M,,"NY Times, 6/29/1932 ",Jun ,N
1932,Unprovoked,FIJI,Yasawa Islands,Diving activities,F,,"V.M. Coppleson (1958), p.259",Jun ,Y
1932,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p242",May ,Y
1932,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"J. Green, p.32; V.M. Coppleson (1958), p.242",May ,N
1932,Unprovoked,PHILIPPINES,Manila,Standing,M,,J.F. Corby,Apr ,Y
1932,Unprovoked,PHILIPPINES,Manila,Standing,F,,J. F. Corby,Apr ,Y
1932,Unprovoked,USA,Hawaii,Swimming related,M,,"San Antonio Light (San Antonio, Texas), 2/17/1932; J. Borg, p.71",Feb ,N
1932,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"Morning Bulletin, 6/5/1932",Feb ,N
1932,Unprovoked,PHILIPPINES,Manila,Fishing related,M,,J.F. Corby,Feb ,Y
1932,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"Brisbane Courier, 1/28/1932",Jan ,N
1932,Provoked,MEXICO,Baja California,Fishing related,M,,"NY Herald Tribune, 1/8/1933 ",Jan ,Y
1932,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,Random or not clear time references,"R. Samuels, K. Reynolds & M. Levine, GSAF ",,N
1931,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"The Argus, 11/28/1931; /V.M. Coppleson.Q10. (1933) ",Nov ,N
1931,Unprovoked,JAMAICA,,Diving activities,M,Afternoon,"The Gleaner, 9/29/1931",Sep ,Y
1931,Unprovoked,USA,Florida,Swimming related,M,,"L. Schultz & M. Malin, p.534",Sep ,N
1931,Unprovoked,USA,Florida,Swimming related,F,,"E.W. Gudger (1937); V.M. Coppleson (1958), p.252; R. Skocik, pp.174-175",Sep ,N
1931,Unprovoked,CUBA,Havana Province,Swimming related,M,Random or not clear time references,"NYTimes, 9/2/1931",Aug ,Y
1931,Unprovoked,CUBA,Havana Province,Swimming related,M,,"New York Times, 8/27/1931, p.7; V.M. Coppleson (1962), p.246",Aug ,Y
1931,Unprovoked,CUBA,Havana Province,Swimming related,M,,"New York Times, 8/27/1931, p.7; V.M. Coppleson (1958), p.258",Aug ,Y
1931,Unprovoked,USA,Texas,Swimming related,M,,"Brownsville Herald, 8/19/1931",Aug ,N
1931,Unprovoked,USA,New Jersey,Swimming related,M,,"New York Times, 8/6/1931",Aug ,N
1931,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,,"Townsville Daily Bulletin, 8/4/1931",Aug ,Y
1931,Unprovoked,FIJI,Viti Levu Island,Swimming related,M,,"Sydney Morning Herald, 8/12/1931",Jul ,N
1931,Unprovoked,USA,New Jersey,Swimming related,M,,"Daily Courier, 7/21/1931",Jul ,N
1931,Unprovoked,USA,Hawaii,Fishing related,M,,"V.M. Coppleson, p.260",Jun ,N
1931,Provoked,USA,Hawaii,Board involved activity,M,,"G.H. Balazs; J. Borg, p.70; L. Taylor (1993), pp.96-97",Jun ,N
1931,Unprovoked,USA,Florida,Crabbing,M,,"Key West Citizen, 6/4/1931",Jun ,N
1931,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"V. M. Coppleson.Q9. (1933); V.M. Coppleson (1958), pp.90 & 238",Mar ,Y
1931,Provoked,AUSTRALIA,South Australia,Fishing related,M,,"Whitley, p.262;  V.M. Coppleson (1933)",Mar ,N
1931,Invalid,AUSTRALIA,New South Wales,Swimming related,M,Nightime,"Examiner, 2/11/1931",Feb ,
1931,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.242",Jan ,N
1931,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"Canberra Times, 1/9/1931; V.M. Coppleson.Q8. (1933); V.M. Coppleson (1958), pp.91 & 237",Jan ,N
1931,Unprovoked,TONGA,Niua ,Swimming related,M,,"Clearfield Progress, 5/27/1931",,Y
1930,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1933); V.M. Coppleson (1958), pp.44 & 232; A. Sharpe, p.17",Dec ,N
1930,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"Northern Standard (Dawin), 12/18/1930",Dec ,Y
1930,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"Sydney Morning Herald, 12/1/1930 ",Nov ,N
1930,Unprovoked,HONDURAS,Black River,Swimming related,M,,"NY Times, 9/26/1930",Sep ,Y
1930,Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,Afternoon,"Geraldton Guardian, 9/2/1930 ",Aug ,N
1930,Unprovoked,SPAIN,Canary Islands,Swimming related,M,,C. Moore. GSAF,Aug ,N
1930,Unprovoked,USA,Florida,Swimming related,M,Morning,"Palm Beach Post, 8/7/1930",Aug ,N
1930,Unprovoked,CUBA,Havana Province,Swimming related,M,Random or not clear time references,"NY Times, 7/21/1930, p.7 & 8/27/1931; V.M. Coppleson (1958), p.258",Jul ,N
1930,Unprovoked,USA,Florida,Swimming related,M,,"NY Times, 7/13/1930, Section II, p.1, col.7; R.F. Hutton; V.M. Coppleson (1958), p.252",Jul ,N
1930,Unprovoked,USA,Texas,Swimming related,M,Random or not clear time references,"Port Arthur News, 5/28/1930",May ,N
1930,Unprovoked,USA,Florida,Diving activities,M,,"Evening Independent, 3/7/1930 ",Mar ,N
1930,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.242 ",Feb ,N
1930,Unprovoked,AUSTRALIA,Victoria,Diving activities,M,Afternoon,"V.M. Coppleson.V2.(1933); V.M. Coppleson (1958), pp.110 & 241; A. MacCormick, p.175; J. West, ASAF",Feb ,Y
1930,Provoked,AUSTRALIA,Western Australia,Consequence of handeling sharks,M,,"Geraldton Guardian and Express, 2/3/1930",Feb ,N
1930,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Afternoon,"A. LeRoux, M. Levine, GSAF; L. Green; G.Wilson",Jan ,N
1930,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,,H. Monsen,,Y
1929,Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,,"V.M. Coppleson.N3.(1933); V.M. Coppleson (1958), p.232; G.A. Llano, pp. 170-171",Dec ,Y
1929,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,L. Schultz & M. Malin ref. SAF Case #510,Dec ,N
1929,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,F,,"V.M. Coppleson.N10. (1933); V.M. Coppleson (1958), pp.112 & 232.  Note: In 1933 Coppleson gives the date of 16-Jan-1929 but revised it to 16-Dec-1929 in later works",Dec ,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"J. Green, p.32; V.M. Coppleson (1958), p.242",Dec ,N
1929,Sea Disaster,KIRIBATI,Phoenix Islands,"Sea Disaster, wreck of the  SS Norwich City",M,,"Hartford Courant, 2/15/1930",Nov ,Y
1929,Unprovoked,CUBA,Cienfuegos Province,Fishing related,M,,"New York Times, 11/28/1929",Nov ,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.242",Oct ,N
1929,Unprovoked,SPAIN,Valencia,Fishing related,M,,C. Moore. GSAF,Oct ,N
1929,Unprovoked,AUSTRALIA,Queensland,Fell from wharf into water & attacked immediately,M,,"V.M. Coppleson.Q7. (1933); V.M. Coppleson (1958), pp.90 & 237; A. Sharpe, p.96",Sep ,Y
1929,Unprovoked,USA,South Carolina,Beach activities,M,,"Clay Creswell, GSAF",Aug ,N
1929,Unprovoked,MEXICO,Tamaulipas,Swimming related,M,,"V.M. Coppleson (1958), p.262",Jul ,N
1929,Provoked,USA,Florida,Fishing related,M,,"Miami News, 6/25/1929",Jun ,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.242",May ,N
1929,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"Northern Standard (Dawin), 4/26/1929",Apr ,N
1929,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"Brisbane Courier, 4/19/1929",Apr ,N
1929,Provoked,AUSTRALIA,Queensland,Standing in knee-deep water,M,Afternoon,"Brisbane Courier, 4/12/1929; Coppleson (1933)",Apr ,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Swimming related,M,,"V.M. Coppleson (1958), p.242 ",Apr ,Y
1929,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"New York Herald Tribune, 3/17/1929 edtion; H. Monsen, L. Green",Mar ,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Beach activities,M,,"G.P. Whitley; J. Green, p.32; V.M. Coppleson (1958), p.242",Mar ,Y
1929,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,,"Barrier Miner, 3/5/1929",Mar ,N
1929,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,,"Barrier Miner, 3/5/1929",Mar ,N
1929,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"V.M. Coppleson.N12. (1933); V.M. Coppleson (1958), pp.64 & 231; A. Sharpe, pp.63-64",Feb ,Y
1929,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V. M. Coppleson.N11. (1933); J. Green, p.32; A. Sharpe, p.62",Feb ,Y
1929,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"V.M. Coppleson.Q.6. (1933); V.M. Coppleson (1958), pp. 90 & 237; G.A. Llano, pp.169-170",Jan ,Y
1929,Unprovoked,NEW ZEALAND,North Island,Beach activities,F,,"Argus, 1/15/1929",Jan ,N
1929,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"V.M. Coppleson.N9. (1933); V.M. Coppleson (1958), pp.64 & 231 ; A. Sharpe, p.59-62",Jan ,Y
1929,Unprovoked,FIJI,Viti Levu Island,Diving activities,M,,"V.M. Coppleson (1962), p.253, possibly GSAF 1925.00.00",Jan ,Y
1929,Provoked,AUSTRALIA,South Australia,Fishing related,M,,"Barrier Miner, 3/5/1929",,N
1929,Provoked,USA,Florida,Fishing related,M,,"News Tribune, 6/28/1964",,N
1929,Unprovoked,USA,Florida,Diving activities,M,,"R. McAllister; D. Baldridge, p.180 ",,N
1928,Provoked,USA,New Jersey,Fishing related,M,,NY Herald Tribune,Nov ,N
1928,Sea Disaster,USA,Virginia,Consequence of a shipwreck,M,,"Havre Daily News Promoter, 11/20/1928; TIME Magazine, 11/28/1928",Nov ,Y
1928,Unprovoked,PANAMA,Gulf of Panama,Swimming related,M,Morning,"J.W. Phalen is original source.  NOTE: V.M. Coppleson (1958), p.263, records the date as 11/4/1929, as does L. Schultz & M. Malin, p.535",Nov ,Y
1928,Unprovoked,USA,Texas,Fishing related,M,,"Galveston Daily News, 12/7/1929",Sep ,N
1928,Provoked,ITALY,Tuscany,Boating,M,,A. De Maddalena; Gianturco (1978),Jul ,N
1928,Unprovoked,USA,Florida,Swimming related,M,,"Ludington Daily News, 6/24/1928",Jun ,N
1928,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"The Western Champion, 4/14/1928",Apr ,N
1928,Unprovoked,AUSTRALIA,New South Wales,Treading water,M,Afternoon,"V. M. Coppleson.N8. (1933); V.M. Coppleson (1958), pp.64 &231; A. Sharpe, p.59",Apr ,N
1928,Unprovoked,JAMAICA,,Diving activities,M,Random or not clear time references,"Kingston Gleaner, 4/11/1928",Apr ,Y
1928,Unprovoked,AUSTRALIA,Queensland,Beach activities,M,Morning,"Brisbane Courier, 5/8/1928",Apr ,N
1928,Unprovoked,AUSTRALIA,New South Wales,Standing in waist-deep water,M,Random or not clear time references,"V.M. Coppleson.N18. (1933); V.M. Coppleson (1958), pp.76 & 231; A. Sharpe, pp.83-84; G.A. Llano, pp.166-167",Apr ,Y
1928,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"Townsville Daily Bulletin, 2/28/1928",Feb ,Y
1928,Unprovoked,COSTA RICA,Near Puntarenas,Swimming related,F,,"Gleaner (Jamaica), 3/7/1928",Feb ,N
1928,Unprovoked,COSTA RICA,Near Puntarenas,Swimming related,M,,"Gleaner (Jamaica), 3/7/1928",Feb ,N
1928,Unprovoked,AUSTRALIA,Torres Strait,Retrieving meat from a cage in the water,M,,"Portland Guardian, 12/10/1934",Jan ,Y
1928,Invalid,USA,Florida,Swimming related,M,Nightime,"NY Times, 1/22/1928; V.M. Coppleson (1962), p.257",Jan ,
1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"P.D. Lynch, M. Levine, GSAF",Jan ,N
1928,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,M,Morning,"T. O. Niven, M. Levine, GSAF",,N
1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Morning,M. Levine & C. Fourie,Dec ,Y
1927,Sea Disaster,BRAZIL,Porto Seguro,Consequence of a shipwreck,,Afternoon,"L. Schultz & M. Malin, p.557; SAF Case #833",Oct ,Y
1927,Unprovoked,AUSTRALIA,New South Wales,Riding horseback across the creek,M,,"Advertiser, 10/14/1927; V.M. Coppleson (1933); G.P. Whitley",Oct ,N
1927,Unprovoked,AUSTRALIA,Queensland,Beach activities,M,,"Brisbane Courier, 5/10/1927; V.M. Coppleson (1958), p.242",May ,Y
1927,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"J. Green, p.32; Bartlett, p. 160; V.M. Coppleson (1958), p.242",Apr ,N
1927,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"J. Green, p.32; V.M. Coppleson (1958), p.241",Apr ,N
1927,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"V.M. Coppleson.N17. (1933); V.M. Coppleson (1958), p.76 & 231; G.A. Llano, p.165",Mar ,N
1927,Provoked,NICARAGUA,Salinas Bay,Consequence of handeling sharks,M,,"G.A. Llano, p.178",Feb ,N
1927,Unprovoked,AUSTRALIA,Queensland,Attempting to rescue drowning man,M,,"Northern Territory Times & Gazette, 2/11/1927",Feb ,N
1927,Provoked,NEW ZEALAND,South Island,Fishing related,M,,"R.D. Weeks, GSAF; V.M. Coppleson (1958), p.263; SAF #328",Feb ,N
1927,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"M. Levine, GSAF",Jan ,N
1927,Unprovoked,USA,California,Swimming related,M,,"The Afro-American, 1/8/1927",Jan ,N
1927,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Morning,"V.M. Coppleson.N.21.(1933); V.M. Coppleson (1958), p.230; NYTimes, 1/5/1927",Jan ,Y
1927,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,,"W.E., pp. 192-193",,Y
1927,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.241",,N
1926,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"Brisbane Courier, 12/3/1926",Dec ,Y
1926,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"J. Green, p.32; V.M. Coppleson (1958), p.241",Nov ,N
1926,Unprovoked,PAPUA NEW GUINEA,Central Province,Jumped into the water,M,,"Cairns Post, 10/29/1926",Oct ,Y
1926,Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,Afternoon,"Barrier Miner, 10/25/1926",Oct ,N
1926,Unprovoked,USA,New Jersey,Swimming related,M,,"Washington Post 8/25/1926; L. Schultz & M. Malin, p.531",Aug ,Y
1926,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Swimming related,M,Morning,"NY Herald Tribune, 7/25/1926; A. De Maddalena; Anon. (1926a), Anon. (1926b); C. Moore, GSAF",Jul ,Y
1926,Boating,USA,New Jersey,Fishing related,M,,"Evening Sun, undated clipping",Jul ,N
1926,Unprovoked,USA,California,Swimming related,M,Random or not clear time references,"D. Miller & R. Collier, R. Collier, p. __; V.M. Coppleson (1958), pp. 156 & 252; [SAF Case #215]",Jul ,N
1926,Unprovoked,USA,Hawaii,Swimming related,M,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.70; L. Taylor (1993), pp.96-97",May ,Y
1926,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Board involved activity,M,Nightime,"New York Times, 4/28/1926 ",Apr ,N
1926,Unprovoked,USA,Hawaii,Swimming related,F,Afternoon,"New York Tribune, 8/9/1953;  V.M. Coppleson (1958), p.260;  G.H. Balazs & A.K.H. Kam; J. Borg, p.70",Apr ,N
1926,Unprovoked,AUSTRALIA,South Australia,Swimming related,F,Afternoon,"V.M. Coppleson.S1.(1933); V.M. Coppleson (1958), pp.107 & 240; A. Sharpe, pp.119-120",Mar ,Y
1926,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,,"M. Levine, GSAF",Jan ,N
1926,Provoked,NEW ZEALAND,Cook Islands,Board involved activity,M,,"V.M. Coppleson (1958), pp.176-177",,N
1926,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,,"M. Joss;  M. Levine, GSAF",,
1925,Unprovoked,AUSTRALIA,Western Australia,Floating on his back,M,Afternoon,"V.M. Coppleson.W2, (1933); V.M. Coppleson (1958), pp.111 & 241; West Australia, 1/5/1967;  A. Sharpe, pp.129-130; H. Edwards, pp.131-133",Nov ,Y
1925,Provoked,SPAIN,Valencia ,Fishing related,M,,C. Moore. GSAF,Sep ,N
1925,Unprovoked,ENGLAND,Isle of Wight,Fishing related,M,Morning,C. Moore. GSAF,Sep ,N
1925,Unprovoked,USA,South Carolina,Swimming related,F,,E. M. Burton,Aug ,N
1925,Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,Afternoon,"V.M. Coppleson.N7.(1933); V.M. Coppleson (1958), pp.63 & 230; A. Sharpe, pp.58-59;  G.A. Llano, pp.160-164",Mar ,N
1925,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson.N16.(1933) V.M. Coppleson (1958), pp.76 & 230",Mar ,Y
1925,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming related,M,,"The Queenslander, 4/4/1925",Mar ,Y
1925,Unprovoked,USA,Florida,Swimming related,M,,"Evening Independent, 1/27/1925",Jan ,N
1925,Unprovoked,CANADA,Vancouver,Diving activities,M,,"ABCS; Manitoba Free-Press, 1/13/1925",Jan ,N
1925,Unprovoked,FIJI,Viti Levu Island,Diving activities,M,,"V.M. Coppleson (1958), p.258",,N
1924,Unprovoked,MEXICO,Tamaulipas,Board involved activity,F,,"Indianapolis Star, 12/15/1924",Nov ,Y
1924,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean","Inebriated, woke from sleep and fell off deck into the water ",M,Nightime,Gorgas Hospital Records,Nov ,N
1924,Unprovoked,USA,Puerto Rico,Beach activities,M,Random or not clear time references,"R. W. Kramer; V.M. Coppleson (1958), pp.48 & 264",Nov ,Y
1924,Provoked,FRENCH POLYNESIA,Tuamotus,Diving activities,M,,F. O'Brien in Atolls of the Sea,Oct ,N
1924,Unprovoked,AUSTRALIA,Victoria,Beach activities,M,,"Coppleson.V1. (1933); Melbourne Herald, 1/7/1925",Oct ,N
1924,Unprovoked,USA,South Carolina,Standing,M,,"E. M. Burton; E.W. Gudger (1935); V.M. Coppleson (1958), pp.152 & 252; J. Randall, p.350 in Sharks & Survival",Jul ,N
1924,Provoked,ENGLAND,Dorset,Fishing related,M,,"C. Moore, GSAF; The Times, 7/14/1924",Jul ,N
1924,Boating,USA,California,Fishing related,M,,"The Daily Pilot, 3/6/2010, citing The Times 7/5/1924)",Jul ,N
1924,Provoked,USA,Florida,Consequence of handeling sharks,M,Random or not clear time references,"Evening Independent, 6/19/1924",Jun ,N
1924,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1933); G.P. Whitley, p.266",Apr ,Y
1924,Unprovoked,PANAMA,150 miles offshore,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,,"NY Times, 5/4/1924, p.14, col.3",Apr ,N
1924,Unprovoked,SOLOMON ISLANDS,Central Province,Swimming related,M,,"Cairns Post, 3/28/1924",Mar ,N
1924,Unprovoked,AUSTRALIA,New South Wales,Beach activities,F,Random or not clear time references,"V.M. Coppleson.N6. (1933); V.M. Coppleson (1958), pp.63 & 230;  A. Sharpe, pp.57-58",Feb ,N
1924,Invalid,AUSTRALIA,Queensland,Beach activities,M,Afternoon,11/02/1924,Feb ,
1924,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"M. Levine, GSAF",Jan ,Y
1924,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Afternoon,"Eastern Province Herald, 1/28/1924, M. Levine, GSAF",Jan ,N
1924,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson.N.2. (1933); V.M. Coppleson (1958), pp.69 & 230",Jan ,Y
1923,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,,"Barrier Miner, 12/12/1923",Dec ,N
1923,Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,,"Sydney Morning Herald, 12/5/1923 ",Dec ,Y
1923,Unprovoked,AUSTRALIA,Western Australia,Dry shelling,M,,"Western Mail, 11/29/1923; V.M. Coppleson (1933); G.P. Whitley (1940), p.260;  G.P. Whitley (1951), p 185; A. Sharpe, p.129",Nov ,Y
