Year,Type,Country,Area,Activity,Sex,Time,Investigator or Source,Month,Fatal
1984,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"G. Charter, NSB; M. Levine, GSAF",Mar ,N
1984,Boat,SOUTH AFRICA,Eastern Cape Province,Rowing,M,,"M. Levine, GSAF",Mar ,N
1984,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,Nightime,"M. Levine, GSAF; Eastern Province Herald, 6/28/1986",Feb ,N
1984,Provoked,SOUTH AFRICA,KwaZulu-Natal,Diving activities,M,Morning,"G. Buckland, M. Levine, GSAF",Feb ,N
1984,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"Courier-Mail, 2/14/1984, p.3",Feb ,N
1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Morning,"R. Tennent, M. Levine, Dr. Dempers & K. Reynolds",Jan ,N
1984,Provoked,USA,California,Steinhart Aquarium,M,,D.C. Reed,,N
1984,Unprovoked,USA,Florida,Board involved activity,M,,"M. Vosburgh, Orlando Sentinel, 5/28/1988 ",,N
1983,Invalid,GREECE,Andikira Fokithes,Fishing related,M,Nightime,"Miami Herald, 1/4/1984; M. Bardanis",Dec ,
1983,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Palm Beach Post, 12/26/1983   ",Dec ,N
1983,Unprovoked,AUSTRALIA,South Australia,Diving activities,M,,"T. Peake, GSAF",Dec ,N
1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Afternoon,"C. Biggs, M. Levine, J. Mansfield, Dr. T. Counihan & Dr. Clement",Dec ,N
1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Morning,"R. Horn, East London Aquarium;  J. Heydenrych, M.Levine, GSAF",Dec ,N
1983,Sea Disaster,PHILIPPINES,Central Philippines,Consequence of a shipwreck,M,,"Montreal Gazette, 11/28/1983",Nov ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,,"St. Petersburg Times, 11/10/1983",Nov ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,,"Miami Herald, 10/21/1983, p.1C",Oct ,N
1983,Unprovoked,USA,Florida,Beach activities,M,,"Daytona Beach Morning Journal, 10/21/1983",Oct ,N
1983,Unprovoked,USA,Florida,Standing,M,,"E. Pace, FSAF",Sep ,N
1983,Unprovoked,USA,Oregon,Board involved activity,M,Morning,"R.N. Lea & D. Miller; R. Collier, p.81",Aug ,N
1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Morning,"A. Louw, M. Levine,  GSAF; G. Cliff, NSB",Aug ,N
1983,Unprovoked,USA,Virginia,Swimming related,F,Morning,"Washington Post, 8/16/1983",Aug ,N
1983,Provoked,USA,Florida,Diving activities,M,,M. Vorenburg. GSAF,Aug ,N
1983,Unprovoked,USA,Florida,Diving activities,F,Morning,"Miami Herald, 8/14/1983, p.1D ",Aug ,N
1983,Sea Disaster,AUSTRALIA,Queensland,Swimming related,F,Nightime,"B. Myatt, GSAF",Jul ,Y
1983,Sea Disaster,AUSTRALIA,Queensland,Swimming related,M,Nightime,"H. Edwards, pp. 103-104; A. MacCormick, pp.110-112",Jul ,Y
1983,Sea Disaster,AUSTRALIA,Queensland,Consequence of a shipwreck,M,Nightime,"H. Edwards, pp.103-104; A. MacCormick, pp.110-112 ",Jul ,N
1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,,"M. Levine, GSAF",Jul ,N
1983,Unprovoked,USA,Florida,Board involved activity,F,Afternoon,"Miami Herald, 7/14/1983, p.12A",Jul ,N
1983,Unprovoked,BAHAMAS,Abaco Islands,Fishing related,M,Afternoon,"Miami Herald, 7/13/1983, p.2D",Jul ,N
1983,Unprovoked,USA,Florida,Floating on air mattress,M,,"E.Pace, FSAF",Jul ,N
1983,Unprovoked,USA,Florida,Swimming related,M,Morning,"Miami Herald, 6/30/1983, ",Jun ,N
1983,Unprovoked,BAHAMAS,Abaco Islands,Fishing related,M,Afternoon,"Chicago Tribune, 8/21/1983, p.B7",Jun ,Y
1983,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Miami Herald, 6/22/1983, p.2B",Jun ,N
1983,Unprovoked,BAHAMAS,Berry Islands,Fishing related,M,Afternoon,"E. Pace, FSAF & M. Levine, GSAF",Jun ,N
1983,Unprovoked,USA,Florida,Water-skiing,M,Random or not clear time references,"E. Pace; Miami Herald, 6/2/1983, p.10A",May ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,,"E. Pace, FSAF",May ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"The Palm Beach Post, 3/15/1989;  Miami Herald, 5/22/1983 & 3/15/1989",May ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,,"M. Vorenberg, GSAF",Apr ,
1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,Random or not clear time references,"R. Horn, East London Aquarium; Natal Witness, 4/14/1983",Apr ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,Morning,"Miami Herald, 4/3/1983, p.2D",Apr ,N
1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,Morning,"W. Johnson, M. Levine, GSAF; G. Charter, B. Davis, G. Cliff, NSB; T. Wallett, pp.65-66",Mar ,N
1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"G. Cliff, NSB",Mar ,N
1983,Unprovoked,USA,Florida,Board involved activity,M,,"M. Vorenberg, GSAF",Mar ,N
1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"G. Charter, B. Davis & G. Cliff; Natal Mercury 2/22/1983",Feb ,N
1983,Provoked,USA,South Carolina,Fishing related,M,,"Wilmington MorningStar, 1/25/1983",Jan ,N
1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,"Mrs. Crewe, B. Lipschitz, M. Levine, GSAF",Jan ,N
1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,"P. deBruyn, M. Levine, GSAF",Jan ,N
1983,Unprovoked,VANUATU,Malampa Province,Ran into the water,M,,S. Combs,,Y
1983,Provoked,USA,North & South Carolina,Fishing related,M,,F. Schwartz,,N
1982,Unprovoked,USA,South Carolina,In waist-deep water,M,, F. Schwartz,Nov ,N
1982,Unprovoked,USA,Florida,Board involved activity,M,Morning,"P. Hamm, Miami Herald, 10/15/1982",Oct ,N
1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"R. Horn, E.L. Aquarium",Sep ,N
1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46-47",Sep ,N
1982,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Miami Herald, 9/28/1982",Sep ,N
1982,Unprovoked,USA,California,Diving activities,M,Morning,R. Collier,Sep ,N
1982,Unprovoked,USA,California,Diving activities,M,Afternoon,"R.N. Lea & D. Miller; Herder, p. 1-3; R. Collier, pp.89-91; A. MacCormick, pp.80-81",Sep ,N
1982,Invalid,USA,California,Board involved activity,M,Morning,"R.N. Lea & D. Miller; R. Collier, pp.87-89      ",Aug ,
1982,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,F,Afternoon,"V. Keet, M. Levine, GSAF",Aug ,N
1982,Invalid,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"M. Levine, GSAF",Jul ,
1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"B. Plumb, M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46",Jul ,N
1982,Unprovoked,USA,California,Board involved activity,M,Morning,"R.N. Lea & D. Miller; R. Collier, pp.86-87; G. Ambrose, pp.113-120",Jul ,N
1982,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"Miami Herald, 7/21/1982, p.1D",Jul ,N
1982,Unprovoked,USA,Florida,Swimming related,F,Afternoon,"Daytona Beach Morning Journal, 7/2/1982",Jul ,N
1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"M. Levine, GSAF; R.B. Wilson, B. Davis, NSB; T. Wallett, p.46",Jun ,Y
1982,Unprovoked,USA,South Carolina,Swimming related,M,Afternoon,"Chillicothe Constitution Tribune, 6/30/1982",Jun ,N
1982,Unprovoked,BAHAMAS,Andros Islands,Fishing related,M,,"R. Attrill; R.D. Weeks, GSAF",Jun ,N
1982,Unprovoked,USA,Florida,,F,Morning,"Wellsboro Gazette, 6/30/1982",Jun ,N
1982,Unprovoked,USA,Hawaii,Board involved activity,M,,"J. Borg, p.76; L. Taylor (1993), pp.106-107; Windsurfing Magazine, Sept/Oct 1993",Jun ,N
1982,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"M. Vorenberg, GSAF",Mar ,N
1982,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"A. Sharpe, pp.4, 86-87",Mar ,Y
1982,Unprovoked,AUSTRALIA,Tasmania,Fishing related,M,,"C. Black, pp. 159-163",Feb ,Y
1982,Unprovoked,USA,Florida,Board involved activity,M,,"Palm Beach Post, 3/2/1982   ",Feb ,N
1982,Provoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,,"Mossel Bay Advertiser, 2/19/1982",Feb ,N
1982,Unprovoked,USA,Hawaii,Beach activities,F,,"J. Borg, p.75; L. Taylor (1993), pp.104-105",Feb ,N
1982,Unprovoked,USA,Hawaii,Swimming related,F,,"J. Borg, p.75; L. Taylor (1993), pp.104-105",Feb ,N
1982,Unprovoked,USA,Florida,Swimming related,F,Morning,"M. Vorenberg, GSAF",Feb ,Y
1982,Unprovoked,USA,California,Diving activities,M,Morning,"R.N. Lea & D. Miller; R. Collier, p.86",Feb ,N
1982,Unprovoked,USA,Florida,Diving activities,M,,"Miami Herald, 9/5/1982, p.1B",Feb ,Y
1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Afternoon,"J. Phillips-Page, M. Levine, GSAF",Jan ,N
1982,Boat,ITALY,Tyrrhenian Sea,Boat,M,,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",,
1982,Boat,ITALY,Tyrrhenian Sea,Fishing related,M,,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",,N
1981,Unprovoked,USA,California,Board involved activity,M,Random or not clear time references,"R.N. Lea & D. Miller; R. Collier, pp.84-85; A. MacCormick, p.220",Dec ,Y
1981,Unprovoked,USA,Hawaii,Swimming related,M,,"J. Borg, p.75; L. Taylor (1993), pp.104-105",Dec ,N
1981,Unprovoked,REUNION,Saint-Philippe,Fishing related,M,Afternoon,G. Van Grevelynghe,Nov ,N
1981,Provoked,SOUTH AFRICA,Western Cape Province,Consequence of handeling sharks,M,,"M. Levine, GSAF",Oct ,N
1981,Unprovoked,USA,Hawaii,Diving activities,M,,"J. Borg, p.75; L. Taylor (1993), pp.104-105",Nov ,N
1981,Unprovoked,USA,Florida,Swimming related,M,Morning,"Chronicle Telegram, 10/20/1981 ",Oct ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,Morning,"M. Vorenberg, GSAF",Oct ,
1981,Unprovoked,USA,Florida,Board involved activity,M,,"The Bulletin, 10/19/1981",Oct ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,,"St. Petersburg Times, 10/3/1981",Oct ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,Random or not clear time references,"St. Petersburg Times, 10/1/1981",Sep ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,,"Sarasota Herald-Tribune, 9/29/1981",Sep ,N
1981,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"S. Pelham, M.D.; NY Times, 9/21/1981, p.18, col.1; E. Pace, FSAF",Sep ,Y
1981,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"St Petersburg Times, 9/5/1981",Sep ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,Morning,"St Petersburg Times, 9/5/1981",Sep ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,,"Pacific Stars and Stripes, 8/31/1981 ",Aug ,N
1981,Provoked,USA,Florida,Fishing related,M,,"A. MacCormick, pp.82-83, citing the New Orleans Times-Picayune, 8/25/1981",Aug ,N
1981,Unprovoked,USA,Florida,Diving activities,M,,"E. Pace, FSAF",Aug ,N
1981,Unprovoked,USA,Florida,Swimming related,F,Random or not clear time references,"E. Pace, GSAF; J. McAniff, SAF; A. MacCormick, pp.12 & 13; Orlando Sentinel, 12/6/1985; K Duffy, Daytona Beach News Journal, 8/26/2001",Aug ,Y
1981,Unprovoked,BAHAMAS,Grand Bahama Island,Board involved activity,M,Afternoon,"R. Marx, E. Clark; M. Levine, GSAF; Note: Marx says the incident took place in 8/8/1982 or 1983",Aug ,N
1981,Unprovoked,USA,Florida,Swimming related,F,,"E. Pace, GSAF",Jul ,N
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"B. V.D. Helm; R. Horn; M. Levine, GSAF",Jul ,N
1981,Unprovoked,USA,Florida,Fishing related,M,Morning,"E. Pace, GSAF",Jul ,N
1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Catching sardines,M,,"Chronicle Telegram, 7/1/1981",Jul ,N
1981,Unprovoked,USA,Hawaii,Fishing related,M,,"J. Borg, p.87; L. Taylor (1993), pp.104-105",May ,Y
1981,Unprovoked,SOUTH KOREA,Chungnam,Diving activities,F,Afternoon,Y. Choi & K. Nakaya,May ,Y
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"M. Jury, M. Levine, GSAF",May ,N
1981,Unprovoked,USA,Florida,Diving activities,M,,J. McAniff; Miami Herald 5/22/1981,May ,N
1981,Unprovoked,USA,Florida,Diving activities,M,,"E. Pace, FSAF",May ,N
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"M. Smale, PE Museum",May ,N
1981,Provoked,NAMIBIA,Eronogo Region,Consequence of handeling sharks,M,,"M. Levine, GSAF; Natal Witness",May ,N
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"S. Hammerton, M. Levine, GSAF; W. Pople,  G. Charter, NSB",May ,N
1981,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"M. Vorenberg, GSAF",Mar ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"M. Vorenberg, GSAF",Mar ,N
1981,Unprovoked,CHILE,Coquimbo,Fishing related,M,Morning,J. McCosker & A.C. Engana,Mar ,N
1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"R. Guy, M. Levine, GSAF",Feb ,N
1981,Unprovoked,AUSTRALIA,Western Australia,Exercising his dog in the shallows,M,,"A. Sharpe, p.134",Feb ,N
1981,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"M. Vorenberg, GSAF",Feb ,N
1981,Unprovoked,USA,Florida,Fishing related,M,,J. McAniff,Jan ,N
1981,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Sunday Mail (QLD), 9/6/1987, p.10",,N
1981,Unprovoked,GREECE,Pagasitikos Gulf,Fishing related,M,,M. Bardanis,,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"N. Yates, M. Levine, GSAF",,N
1980,Unprovoked,REUNION,Grand'Anse,Fishing related,M,Afternoon,G. Van Grevelynghe,Nov ,N
1980,Unprovoked,AUSTRALIA,Western Australia,Swimming related,M,,"A. Sharpe, pp.133-134",Nov ,N
1980,Unprovoked,BRAZIL,Pernambuco,Swimming related,M,,"JC Online, 6/25/2012",Nov ,Y
1980,Unprovoked,USA,Oregon,Board involved activity,M,Afternoon,"R.N.  Lea & D. Miller; R. Collier, pp.83-84",Oct ,N
1980,Unprovoked,USA,California,Board involved activity,M,Morning,"R. N. Lea & D. Miller; R. Collier, pp.82-83",Oct ,N
1980,Unprovoked,USA,North Carolina,Beach activities,F,,"Chronicle Telegram, 8/11/1980; F. Schwartz, p.23",Aug ,N
1980,Unprovoked,USA,Hawaii,Board involved activity,M,,"J. Borg, p.75; L. Taylor (1993), pp.104-105 - Note: SAF lists this as 8/10/1980",Aug ,N
1980,Unprovoked,SPAIN,Canary Islands,Diving activities,M,,C. Moore. GSAF,Jul ,N
1980,Unprovoked,USA,New Jersey,Board involved activity,M,Afternoon,J. Moffat; W. Ruderman,Jul ,N
1980,Unprovoked,USA,Delaware,Standing,F,Afternoon,"Washington Post, 7/23/1980",Jul ,N
1980,Unprovoked,USA,North Carolina,Board involved activity,M,,"C. Creswell, GSAF, J. Barnes",Jul ,N
1980,Unprovoked,USA,Florida,Board involved activity,M,,"Daytona Beach Morning Journal, 7/9/1980",Jul ,N
1980,Provoked,USA,California,Diving activities,F,,"The Australian Women's Weekly, 10/1/1980",Jun ,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"C. Vernon, G. Ross, P.E. Museum; M. Levine, GSAF",May ,N
1980,Provoked,JAMAICA,St. Mary's Parish,Fishing related,M,,"The Gleaner, 7/27/1980",Apr ,N
1980,Sea Disaster,PHILIPPINES,Romblon Province,Sinking of the ferryboat Don Juan,,Nightime,"Daily Collegian, 4/24/1980",Apr ,Y
1980,Unprovoked,MEXICO,Sinaloa,Board involved activity,F,Afternoon,K. Giambalvo-Sprague; R. Collier,Apr ,N
1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Diving activities,M,,"W. Pople, G. Charter, B. Davis, Natal Sharks Board",Mar ,Y
1980,Unprovoked,BRAZIL,Rio de Janeiro,Swimming related,M,Afternoon,M. Szpilman,Mar ,N
1980,Provoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,,"F.M. Binneman, P. Logan, M. Levine, GSAF",Mar ,N
1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"M. Levine, GSAF; W. Pople, G. Charter, B. Davis, NSB; T. Wallett, p.60",Jan ,N
1980,Unprovoked,KENYA,Lamu Archipelago,Fishing related,M,,J. E. Randall,Jan ,N
1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,Nightime,"L. Winkworth, M. Levine, GSAF",Jan ,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,,"Eastern Province Herald, 1/17/1980, M. Levine, GSAF",Jan ,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Random or not clear time references,M. Smale,Jan ,N
1980,Unprovoked,CHILE,Los Vilos,Diving activities,M,Morning,J. McCosker &  A.C. Engana,Jan ,Y
1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,Afternoon,"P. Sachs, M. Levine, GSAF",,
1980,Unprovoked,TONGA,Ha'api,Fishing related,M,Morning,Dr. S. Fonea,,N
1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Afternoon,"M. Bowker; W. Pople, NSB",Dec ,N
1979,Invalid,PORTUGAL,Madeira Islands,Fishing related,M,,C. Moore. GSAF,Dec ,Y
1979,Unprovoked,USA,Oregon,Board involved activity,M,Morning,"D. Miller & R. Collier; R. Collier, p. 76-79; J. McCosker & R.N. Lea; K. Doudt",Nov ,N
1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,,GSAF,Oct ,N
1979,Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,,"Canberra Times, 9/15/1979",Sep ,N
1979,Unprovoked,USA,Florida,Board involved activity,M,,"Sarasota Herald Tribune, 8/9/1979",Aug ,N
1979,Unprovoked,THAILAND,Southern Thailand,Murdered by Thai pirates,M,,"The Canberra Times, 8/3/1979",Aug ,Y
1979,Sea Disaster,USA,Florida,Floating with life preserver after his boat foundered,M,Morning,"Troy Record, 6/21/1979",Jun ,N
1979,Provoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,Dr. P. Landsberg,May ,N
1979,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Diving activities,M,Afternoon,"W. Pople, G. Charter, B. Davis, NSB",May ,Y
1979,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"M. Vorenberg, GSAF",Apr ,N
1979,Unprovoked,USA,Florida,Board involved activity,M,Morning,"M. Vorenberg, GSAF",Apr ,N
1979,Unprovoked,USA,Florida,Board involved activity,M,Morning,"M. Vorenberg, GSAF",Mar ,N
1979,Unprovoked,USA,California,Diving activities,M,Morning,"D. Miller & R. Collier, R. Collier, p.76",Mar ,N
1979,Unprovoked,NEW CALEDONIA,Grand Terre,Fishing related,M,,W. Leander,Mar ,Y
1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Afternoon,"C. Kantor,  Dr. Macrae, M. Levine, GSAF; G. Charter, NSB",Feb ,N
1979,Unprovoked,USA,Hawaii,Fishing related,M,,"J. Borg, p.74; L. Taylor (1993), pp.104-105",,Y
1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,Afternoon,"M. Levine, GSAF; W. Pople, G. Charter, NSB; Dr. Marais; T. Wallett, pp.57-58",Dec ,Y
1978,Unprovoked,USA,Hawaii,Board involved activity,M,,"Star-Phoenix, 11/29/1978",Nov ,N
1978,Unprovoked,USA,Florida,Board involved activity,M,,"New York Times, 11/26/1978, p.24",Nov ,N
1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,Random or not clear time references,"Natal Parks Board, J. Daniel; W. Pople, G. Charter, GSAF",Oct ,
1978,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,"E. Lombard, M. Levine, GSAF",Sep ,N
1978,Unprovoked,ITALY,Tyrrhenian Sea,Diving activities,M,Morning,A. De Maddalena; Marini (1989),Sep ,N
1978,Unprovoked,AUSTRALIA,Tasmania,Diving activities,M,,"Chronicle Telegram, 9/2/1978 ",Sep ,N
1978,Unprovoked,USA,California,Beach activities,M,Afternoon,"D. Miller & R. Collier, R. Collier, p.75      ",Aug ,N
1978,Unprovoked,USA,Florida,Floating on inner tube raft,M,,"Miami News, 8/1/1978",Aug ,N
1978,Sea Disaster,USA,South Carolina,"Explosion destroyed 28' boat, survivors in the water ",M,,"NY Times, 7/28/1978, p.6, col.6",Jul ,N
1978,Provoked,USA,California,Fishing related,M,,"Fresno Bee, 7/19/1978",Jul ,N
1978,Unprovoked,USA,Florida,Board involved activity,M,,"Bryan Times, 6/23/1978",Jun ,N
1978,Unprovoked,USA,Florida,Board involved activity,M,,"Bryan Times, 6/23/1978",Jun ,N
1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Diving activities,M,,"Modesto Bee, 4/4/1978",Apr ,N
1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Diving activities,M,,"Modesto Bee, 4/4/1978",Apr ,N
1978,Unprovoked,AUSTRALIA,Tasmania,Diving activities,M,,"C. Black, pp. 157-159",Apr ,N
1978,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,,Nightime,"Eastern Province Herald, 3/2/1978",Feb ,N
1978,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving activities,M,,"Natal Mercury, 2/21/1978",Feb ,N
1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"W. Pople, G. Charter, B. Davis, NSB",Jan ,N
1978,Unprovoked,USA,Florida,Board involved activity,F,,"The Beachside Resident, 9/19/2010",,N
1978,Unprovoked,VANUATU,Malampa Province,Swimming related,F,,"N. Bird, Tok Blong Pacific, 9/22/2003",,Y
1977,Sea Disaster,USA,Hawaii,Swimming related,M,Nightime,"NY Times, 1/3/1978, p.14, col.1",Dec ,N
1977,Unprovoked,USA,Florida,Board involved activity,M,,"Sarasota Herald-Tribune, 12/20/1977",Dec ,N
1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"K. Pearce, M. Levine, GSAF;  W. Pople, B. Davis, G. Charter, NSB; T. Wallett, p.42",Dec ,N
1977,Provoked,SOUTH AFRICA,Western Cape Province,Standing,M,,"Times of Hermanus, 11/16/1977",Nov ,N
1977,Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,"A. Hartman; M. Levine, GSAF",Oct ,N
1977,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,Afternoon,"The Age, 9/2/1977",Aug ,N
1977,Unprovoked,AUSTRALIA,Queensland,Floating on an inflatable raft,M,,"The Age, 9/1/1977; A. Sharpe, p.104",Aug ,Y
1977,Boat,SOUTH AFRICA,Western Cape Province,Fishing related,M,Afternoon,"T. Wallett, pp.33-34",Aug ,N
1977,Unprovoked,USA,California,Board involved activity,M,Morning,"D. Miller & R. Collier, R. Collier, pp.73-74; J. McCosker & R.N. Lea ",Aug ,N
1977,Sea Disaster,USA,California,Fishing related,M,Nightime,"The Times (San Mateo), 7/5/1977",Jul ,N
1977,Provoked,USA,Florida,Fishing related,M,Afternoon,"News Tribune, 6/28/1977 & 7/14/1977 ",Jun ,N
1977,Unprovoked,USA,Texas,Fishing related,M,,"Abilene Reporter-News, 6/9/1977",Jun ,N
1977,Boat,SOUTH AFRICA,Western Cape Province,Fishing related,M,,"T. Wallett, pp.32-33",May ,N
1977,Unprovoked,USA,Hawaii,Swimming related,M,,"J. Borg, p.74; L. Taylor (1993), pp.104-105",Apr ,N
1977,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Afternoon,"R.J. Lund, M. Levine, GSAF; T. Wallett, pp.41-42",Mar ,N
1977,Sea Disaster,AUSTRALIA,Queensland,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,,"Sunday Mail (QLD), 10/11/1992, p.109; A. Sharpe, pp.103-104",Mar ,N
1977,Sea Disaster,AUSTRALIA,Queensland,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,,"Sunday Mail (QLD), 10/11/1992, p.109; A. Sharpe, pp.103-104",Mar ,Y
1977,Sea Disaster,AUSTRALIA,Queensland,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,,"Sunday Mail (QLD), 10/11/1992, p.109; A. Sharpe, pp.103-104",Mar ,Y
1977,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"Ruston Daily Leader, 2/28/1977; A. Sharpe, p.86",Feb ,N
1977,Unprovoked,MEXICO,Guerrero,Swimming related,M,Afternoon,"A.Resciniti, p.107",Jan ,Y
1976,Unprovoked,USA,California,Diving activities,M,Morning,"D. Miller & R. Collier, R. Collier, pp.72-73; J. McCosker & R.N. Lea",Dec ,N
1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Consequence of handeling sharks,M,Afternoon,"G. Spence, M. Levine,  P. Snydercombe, P. Schwartz,  Rousseau,  J. Wallace, R.M. Strover; T. Wallett, pp.42-47",Nov ,N
1976,Unprovoked,USA,Florida,Board involved activity,M,Morning,"A. Brenneka; E. Pace; NY Times, 11/26/1976, I, p.18, col.6",Nov ,N
1976,Unprovoked,USA,California,Board involved activity,M,Afternoon,"D. Miller & R. Collier, R. Collier, pp.70-71; J. McCosker & R.N. Lea",Oct ,N
1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"M. Levine, GSAF; J. Wallace,ORI; T. Wallett, p.40-41",Oct ,N
